model,dataset,N,strategy,regret_kind,n_problems,regret_mean,regret_median,regret_std,regret_p25,regret_p75,regret_p90,regret_p95,regret_p99,regret_max,regret_gt_10pp,regret_gt_20pp
Llama-3.2-3B,gsm8kfull,1,T0.9,R2,1318,0.044116843137467894,0.02319997549057007,0.1832209219852788,-0.0010000000402214937,0.11294998228549957,0.2634599685668945,0.3578399777412412,0.6049879992008207,0.9994000196456909,0.27617602427921095,0.1426403641881639
Llama-3.2-3B,gsm8kfull,1,T1.0,R1,1318,0.11378634166592883,0.060700029134750366,0.13676465641773186,0.01745001971721649,0.15934999287128448,0.2998599991202354,0.40190002024173654,0.6223460298776622,0.9994000196456909,0.3884673748103187,0.19195751138088013
Llama-3.2-3B,gsm8kfull,1,T1.0,R2,1318,0.06337936163261375,0.038300007581710815,0.19149859508644526,0.0020499825477600098,0.1441500186920166,0.2975999712944031,0.40181002318859027,0.6223460298776622,0.9994000196456909,0.334597875569044,0.17678300455235205
Llama-3.2-3B,gsm8kfull,1,T1.1,R1,1318,0.15209195724800337,0.09999999403953552,0.15687558428967685,0.033449992537498474,0.22269999235868454,0.37386000156402577,0.4862899720668792,0.6813299931585781,0.9994000196456909,0.5,0.27845220030349016
Llama-3.2-3B,gsm8kfull,1,T1.1,R2,1318,0.1016849772146883,0.06479997932910919,0.20557208967222051,0.012299997732043266,0.19200001657009125,0.3719200074672699,0.4829699963331217,0.6813299931585781,0.9994000196456909,0.4188163884673748,0.24203338391502277
Llama-3.2-3B,gsm8kfull,1,T1.2,R1,1318,0.24308740520820324,0.19440001249313354,0.19169668807930076,0.08920001983642578,0.3545999974012375,0.5239000037312507,0.6334699876606462,0.7827619883418082,0.9994000196456909,0.7185128983308042,0.48330804248861914
Llama-3.2-3B,gsm8kfull,1,T1.2,R2,1318,0.19268042517488815,0.15279997885227203,0.23280248654618543,0.04825000464916229,0.3262000158429146,0.5227199971675872,0.6313299708068367,0.7827619883418082,0.9994000196456909,0.622154779969651,0.41047040971168436
Llama-3.2-3B,gsm8kfull,1,best_fixed_T,R1,1318,0.05040698003331507,0.0,0.11319459742293259,0.0,0.025150001514703035,0.19201999306678766,0.3125399895012374,0.5428199792653312,0.7313999906182289,0.17602427921092564,0.09711684370257967
Llama-3.2-3B,gsm8kfull,1,best_fixed_T,R2,1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama-3.2-3B,gsm8kfull,1,consensus_vote,R1,1318,0.05037040911262886,0.0,0.11330157907284824,0.0,0.02575000049546361,0.19266000497341154,0.31160000323772374,0.5396239851245871,0.7287999911308288,0.17678300455235205,0.09635811836115327
Llama-3.2-3B,gsm8kfull,1,consensus_vote,R2,1318,-3.6570920686205894e-05,0.0,0.00408831483852938,-0.00019999772310258512,0.00019999962449072407,0.0031999811363219942,0.006599997434616095,0.014263989492416305,0.023199987697601343,0.0,0.0
Llama-3.2-3B,gsm8kfull,1,equal_mix,R1,1318,0.05037040911262886,0.0,0.11330157907284824,0.0,0.02575000049546361,0.19266000497341154,0.31160000323772374,0.5396239851245871,0.7287999911308288,0.17678300455235205,0.09635811836115327
Llama-3.2-3B,gsm8kfull,1,equal_mix,R2,1318,-3.6570920686205894e-05,0.0,0.00408831483852938,-0.00019999772310258512,0.00019999962449072407,0.0031999811363219942,0.006599997434616095,0.014263989492416305,0.023199987697601343,0.0,0.0
