model,dataset,N,strategy,regret_kind,n_problems,regret_mean,regret_median,regret_std,regret_p25,regret_p75,regret_p90,regret_p95,regret_p99,regret_max,regret_gt_10pp,regret_gt_20pp
Phi-4-mini-instruct,aime2024,4,random_T,R1,26,0.019996152685472716,0.0018333334919589106,0.05859433440703586,0.0006958333415241214,0.009462501853704453,0.02989166765473783,0.057862500194460154,0.23974579945206642,0.29749995470046997,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,4,random_T,R2,26,0.010892947149141737,0.00029999999787833076,0.06217091794072247,-0.00017499999557912815,0.0012500000593718141,0.027250003768131137,0.03094583365600556,0.2311249659396708,0.29749995470046997,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T0.1,R1,26,0.007193013211200685,0.00028071428823750466,0.027845289581566023,0.0,0.0010013104183599353,0.004089166526682675,0.021758749906439334,0.11273220943076012,0.14114643802895444,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,8,T0.1,R2,26,0.00038264488088875974,0.0,0.027674760609771733,-0.0006349999966914766,0.0,0.0006096428260207176,0.004159405129030347,0.09434339246035961,0.12401618978037732,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,8,T0.2,R1,26,0.008703506977606313,0.0005129762139404193,0.02583178370295732,0.00017767858298611827,0.005223333835601807,0.01676249923184514,0.025313273174106143,0.10487804231524933,0.13081310410052538,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,8,T0.2,R2,26,0.0018931386472943884,-6.880951696075499e-05,0.02413501079956362,-0.0009231548247043975,0.0,0.0011717858724296093,0.004267143303877674,0.08648922534484882,0.11368285585194826,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,8,T0.3,R1,26,0.008520388311108736,0.0006667857232969254,0.018268217867267907,0.00014000001829117537,0.004803393181646243,0.026342022698372602,0.034779343754053116,0.0717456005513668,0.08358119800686836,0.0,0.0
Phi-4-mini-instruct,aime2024,8,T0.3,R2,26,0.0017100199807968098,0.0,0.014342197994972737,-0.0007409523968817666,0.0,0.0010494049784028903,0.009945952770067379,0.052997021935880184,0.06645094975829124,0.0,0.0
Phi-4-mini-instruct,aime2024,8,T0.4,R1,26,0.006810368330311926,0.0007059523777570575,0.011628150475064054,0.0003308333543827757,0.0071715477970428765,0.019965117564424872,0.03456238086801022,0.040542712435126305,0.04115861654281616,0.0,0.0
Phi-4-mini-instruct,aime2024,8,T0.4,R2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-4-mini-instruct,aime2024,8,T0.5,R1,26,0.007023601179613392,0.0005965476120763924,0.01726124902404192,0.0002640476304804906,0.0035654166058520786,0.019248809199780226,0.02392047387547791,0.06932343798689544,0.0844464898109436,0.0,0.0
Phi-4-mini-instruct,aime2024,8,T0.5,R2,26,0.00021323284930146585,0.0,0.010006770411831243,-6.785714322177228e-05,0.0,0.0009050001826835796,0.004928332658892032,0.03401304758153856,0.04328787326812744,0.0,0.0
Phi-4-mini-instruct,aime2024,8,T0.6,R1,26,0.009889857875420533,0.0004995238268747926,0.02335001233507325,0.00021696429394069128,0.004954345306032337,0.03199535561725497,0.04199631651863456,0.09249942936003208,0.10870915651321411,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,8,T0.6,R2,26,0.003079489545108607,0.0,0.014582345822307316,-0.0004519047142821364,0.0,0.006160238612210378,0.022517618956044316,0.05734790489077568,0.06755053997039795,0.0,0.0
Phi-4-mini-instruct,aime2024,8,T0.7,R1,26,0.012532812223630922,0.000596428508288227,0.03688825047976589,0.00021595234284177423,0.003064047690713778,0.030055474489927292,0.04118018504232168,0.1490949559956789,0.18457239866256714,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,8,T0.7,R2,26,0.005722443893318996,0.0,0.02871324168622751,-0.0005097618995932862,0.0,0.0029609525809064507,0.02055238001048565,0.1139434315264225,0.14341378211975098,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,8,T0.8,R1,26,0.01512701828491677,0.0007059523777570575,0.051994928089992204,0.0002640476304804906,0.003738214378245175,0.02309011947363615,0.036952321883291006,0.2093464401550591,0.26538771390914917,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T0.8,R2,26,0.008316649954604845,0.0,0.04414995090211205,-0.0003232143062632531,0.0,0.0034003574401140213,0.006326660979539156,0.16992461867630482,0.224229097366333,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T0.9,R1,26,0.018746240044352956,0.0004984523911844008,0.06867356064955349,0.00021696429394069128,0.001594642730196938,0.028875713236629963,0.04981464892625809,0.2754663210362196,0.34943580627441406,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T0.9,R2,26,0.011935871714041032,0.0,0.06106870125648603,-0.0002630952403706033,0.0,0.00137678615283221,0.027670891489833593,0.2403147965669632,0.3082771897315979,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T1.0,R1,26,0.023234077476865005,0.0006130952824605629,0.08135127872881208,0.00023869048527558334,0.003397382708499208,0.03604916436597705,0.0698555416893214,0.3286395687609911,0.4126124382019043,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T1.0,R2,26,0.016423709146553077,0.0,0.0734190269076203,-0.00048125002649612725,0.0,0.007818808313459158,0.04733410547487438,0.2934880442917347,0.37145382165908813,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T1.1,R1,26,0.03032587225439224,0.0006416667092707939,0.10338197588812903,0.00021696429394069128,0.010871488455450162,0.04513940366450697,0.09988167259143665,0.41992331529036164,0.5223791003227234,0.07692307692307693,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T1.1,R2,26,0.023515503924080312,0.0,0.09528903143635181,-0.00022059522598283365,0.00022267857275437564,0.01690904761198908,0.07736023637698963,0.38477179082110524,0.4812204837799072,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T1.2,R1,26,0.045963638121415545,0.0007934524037409574,0.16925073376160188,0.0003308333543827757,0.0115288693777984,0.05122999905142933,0.12006607843795791,0.6817961769993417,0.8628633916378021,0.07692307692307693,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,T1.2,R2,26,0.039153269791103625,0.0,0.16143694603342215,0.0,0.0023329764599111513,0.02299964299891144,0.09754464222351089,0.6466446525300853,0.821704775094986,0.07692307692307693,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,best_fixed_T,R1,26,0.006810368330311926,0.0007059523777570575,0.011628150475064054,0.0003308333543827757,0.0071715477970428765,0.019965117564424872,0.03456238086801022,0.040542712435126305,0.04115861654281616,0.0,0.0
Phi-4-mini-instruct,aime2024,8,best_fixed_T,R2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-4-mini-instruct,aime2024,8,consensus_vote,R1,26,0.009504105260842145,0.0005254762065721055,0.021303855677622226,0.0003082142545531194,0.003667202347501048,0.023948690502444903,0.04865337899500412,0.08452472467490604,0.09403548564547584,0.0,0.0
Phi-4-mini-instruct,aime2024,8,consensus_vote,R2,26,0.0026937369305302197,-2.6785714285714284e-05,0.015669335037713436,-0.00032726190476190474,0.0,0.0009219050588139476,0.011385190431741693,0.06138738435276916,0.07690523739689872,0.0,0.0
Phi-4-mini-instruct,aime2024,8,equal_mix,R1,26,0.009504105260842145,0.0005254762065721055,0.021303855677622226,0.0003082142545531194,0.003667202347501048,0.023948690502444903,0.04865337899500412,0.08452472467490604,0.09403548564547584,0.0,0.0
Phi-4-mini-instruct,aime2024,8,equal_mix,R2,26,0.0026937369305302197,-2.6785714285714284e-05,0.015669335037713436,-0.00032726190476190474,0.0,0.0009219050588139476,0.011385190431741693,0.06138738435276916,0.07690523739689872,0.0,0.0
Phi-4-mini-instruct,aime2024,8,random_T,R1,26,0.015877155280927233,0.0006427380576496944,0.04648886159012594,0.0003183333546985523,0.005302143923472613,0.029825832694768906,0.06255786260589957,0.19056559540331364,0.23048174381256104,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,random_T,R2,26,0.009066786950615306,-7.02380948496284e-05,0.03828206184889677,-0.0004985714876966085,0.0,0.002667619730345905,0.04129166482016444,0.15541407093405724,0.18932312726974487,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,16,T0.1,R1,26,0.003398160793109967,0.0,0.01364620476702153,0.0,0.0004430555873113917,0.0014323196228360757,0.010882296483032405,0.05521371029317379,0.06894999742507935,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.1,R2,26,0.00010096842694250742,0.0,0.016712293513326915,-1.2500001503212843e-05,0.0,0.0006188131737872027,0.0038177398673724383,0.05288749805185944,0.06894999742507935,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.2,R1,26,0.005127306149006472,4.854867256653961e-05,0.014938852853216224,0.0,0.0012910353816550924,0.009836032055318356,0.031823755241930485,0.06025334569858387,0.0677499973680824,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.2,R2,26,0.0018301137828390123,0.0,0.013900311847772307,-9.26388856896665e-05,0.0,0.00180832533078501,0.0043749959440901875,0.05198749800911173,0.0677499973680824,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.3,R1,26,0.005912418686281084,0.0,0.015803775350019783,0.0,0.0013833538887411123,0.013405117453658022,0.04610037687962176,0.05872368207201362,0.05931491032242775,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.3,R2,26,0.002615226320113624,0.0,0.01188466554914228,-4.125536997889867e-05,1.874999952633516e-05,0.003444756628596224,0.013115041780110914,0.046730289701372385,0.05694999732077122,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.4,R1,26,0.004634678745647902,0.0001235400741279591,0.012165022736392748,0.0,0.0017366391184623353,0.012393638084176928,0.016053329600254074,0.04905707994475961,0.05971499718725681,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.4,R2,26,0.0013374863794804416,0.0,0.0053628920990351344,0.0,1.874999952633516e-05,0.006607597984839231,0.0147426180774346,0.01693030958995223,0.01708332821726799,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.5,R1,26,0.0032971923661674596,0.00011547730173333548,0.00897633096130801,0.0,0.0011521464803081471,0.01004249812103808,0.013632548740133643,0.036078644916415215,0.04324374347925186,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.5,R2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.6,R1,26,0.00502353508811491,0.00010678322360035963,0.012882545476251756,0.0,0.0018125000642612576,0.013782843248918653,0.02320395188871771,0.051920159719884396,0.06052686646580696,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.6,R2,26,0.0017263427219474509,0.0,0.004659100513480578,0.0,0.00016250001135631464,0.00762611604295671,0.012666670605540276,0.016224841587245464,0.0172831229865551,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.7,R1,26,0.006977664414919742,0.00011948163955821656,0.017607173593312667,0.0,0.001770833394402871,0.016749356873333454,0.05015133647248149,0.06657524826005101,0.06898677349090576,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.7,R2,26,0.003680472048752283,0.0,0.011654026537558983,0.0,3.7500001781154424e-05,0.010054861195385456,0.020961728412657976,0.04644840024411678,0.05440342426300049,0.0,0.0
Phi-4-mini-instruct,aime2024,16,T0.8,R1,26,0.00827723659257082,0.00010924464731942862,0.026751271390419176,0.0,0.0012534740308183245,0.008654647273942828,0.05132231127936393,0.10894237691536546,0.1236150860786438,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,16,T0.8,R2,26,0.004980044226403362,0.0,0.021668420883644023,-4.134614482609322e-05,0.0,0.0022138082422316074,0.017138156574219465,0.08719392912462354,0.10903173685073853,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,16,T0.9,R1,26,0.011608416828704112,0.00011547730173333548,0.040069319408980474,0.0,0.0010393037300673313,0.018022521398961544,0.052652327343821526,0.1635443400591612,0.1976833939552307,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,16,T0.9,R2,26,0.008311224462536652,0.0,0.036267135274591904,0.0,0.0,0.009228030598023906,0.0248916894197464,0.14413197711110115,0.18310004472732544,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,16,T1.0,R1,26,0.0155689598506377,0.0001235400741279591,0.05247256110568158,0.0,0.0017607323861739133,0.02348296740092337,0.06618219835218042,0.21434800617862493,0.2603544592857361,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,16,T1.0,R2,26,0.01227176748447024,0.0,0.048536249106158356,0.0,7.196977094281465e-06,0.019288356183096766,0.03507836547214538,0.19326404575258493,0.2457711100578308,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,16,T1.1,R1,26,0.024494753421304968,0.00010924464731942862,0.08873804178517368,0.0,0.0017727670128806494,0.03711393068078905,0.07754023978122859,0.3574392856862687,0.4487594962120056,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,16,T1.1,R2,26,0.021197561055137506,0.0,0.08536545726610761,0.0,0.0007542911803284369,0.026235271980112884,0.05485247525575687,0.34056335943751037,0.43417614698410034,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,16,T1.2,R1,26,0.043755867597540674,0.0001235400741279591,0.1820595498356059,0.0,0.001816159870941192,0.04298269173159497,0.07982648993856856,0.7187996804714203,0.9305600225925446,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,16,T1.2,R2,26,0.04045867523137321,0.0,0.17922862976774814,0.0,0.0009323864251200575,0.027300510089844465,0.061631225729797734,0.7041700043810124,0.9159766733646393,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,16,best_fixed_T,R1,26,0.0032971923661674596,0.00011547730173333548,0.00897633096130801,0.0,0.0011521464803081471,0.01004249812103808,0.013632548740133643,0.036078644916415215,0.04324374347925186,0.0,0.0
Phi-4-mini-instruct,aime2024,16,best_fixed_T,R2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-4-mini-instruct,aime2024,16,consensus_vote,R1,26,0.00745325119431572,0.00011452853141236119,0.017777321396824548,0.0,0.0017825000642612576,0.026710013414693583,0.05414500467300414,0.06193398993730545,0.06309532077471415,0.0,0.0
Phi-4-mini-instruct,aime2024,16,consensus_vote,R2,26,0.004156058828148259,0.0,0.012916029010811599,0.0,8.000001104053809e-05,0.013178204895039269,0.024947902215520516,0.050499167366027824,0.05844999742507934,0.0,0.0
Phi-4-mini-instruct,aime2024,16,equal_mix,R1,26,0.006829012932577461,0.00012076118582626805,0.01678539681116716,0.0,0.001770833397594591,0.0152507709904512,0.04975250467300416,0.06237099751306303,0.06306133087572426,0.0,0.0
Phi-4-mini-instruct,aime2024,16,equal_mix,R2,26,0.0035318205664100003,0.0,0.012284468067421976,0.0,0.00011875001119842638,0.004998842864832818,0.016480942682552367,0.05017939491792761,0.06029999742507935,0.0,0.0
Phi-4-mini-instruct,aime2024,16,random_T,R1,26,0.011575561870463739,0.00011639721651590662,0.03628882559840726,0.0,0.0015434181805176195,0.0227548039983958,0.05121210450306535,0.1477789836935699,0.17813009023666382,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,16,random_T,R2,26,0.008278369504296279,0.0,0.03247226925737774,-1.07142864180787e-05,0.0,0.008176117204129696,0.0293740495108068,0.13132791221141815,0.16354674100875854,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,32,T0.1,R1,26,0.0009016117138134388,0.0,0.003625192829390852,0.0,0.0,0.0005849998415214941,0.002730833424720913,0.01462083327351138,0.01836666651070118,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.1,R2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.2,R1,26,0.0029850242074014833,0.0,0.011165788718397067,0.0,0.0,0.002150952466763556,0.01462083327351138,0.04566321009770036,0.05476205796003342,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.2,R2,26,0.0020834124935880448,0.0,0.010746376369087336,0.0,0.0,0.0,0.00043249991722404957,0.041215710109099746,0.05476205796003342,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.3,R1,26,0.0038786524685817244,0.0,0.014559184126675534,0.0,0.00013499999113264494,0.004236666529322974,0.014297499721578788,0.0591971758112777,0.07314067892730236,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.3,R2,26,0.0029770407547682854,0.0,0.0143383154722771,0.0,0.0,0.0004799999878741801,0.003477499856671784,0.055934675816388335,0.07314067892730236,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.4,R1,26,0.003811542904888763,0.0,0.015894638490331275,0.0,0.00013499999113264494,0.003624999812018359,0.007041666249278933,0.0629378252197057,0.08122821152210236,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.4,R2,26,0.0029099311910753245,0.0,0.01612059331004171,0.0,0.0,0.0008183332975022495,0.0028041664336342365,0.06171949190320447,0.08122821152210236,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.5,R1,26,0.0023150567766816285,0.0,0.010384558628408942,0.0,0.0,0.001523333448858466,0.003496666395221837,0.040711960347834975,0.053041502833366394,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.5,R2,26,0.0014134450628681895,0.0,0.011149888317728696,0.0,0.0,9.998679161071777e-05,0.0022624933044426143,0.04051862709457055,0.053041502833366394,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.6,R1,26,0.003896252855506296,0.0,0.01620971061031033,0.0,0.0002975000024889596,0.003455714089795947,0.00731535634258762,0.06418948480859399,0.08285264670848846,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.6,R2,26,0.0029946411416928572,0.0,0.016438321282662385,0.0,0.0,0.0012999643804505467,0.0034077201853506267,0.06311150878900662,0.08285264670848846,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.7,R1,26,0.0042004913977087615,0.0,0.015864288187580892,0.0,0.00034249999953317456,0.006916659796843305,0.009299996308982372,0.06304149748757482,0.08091088570654392,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.7,R2,26,0.003298879683895323,0.0,0.016051350385819244,0.0,0.0,0.0026049998414237052,0.007714990017120726,0.06290816096588969,0.08091088570654392,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.8,R1,26,0.00486794125250666,0.0,0.017787803267685327,0.0,0.00034249999953317456,0.0030824998393654823,0.02448293351335451,0.07287883199751377,0.08674954622983932,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.8,R2,26,0.003966329538693221,0.0,0.018354650721634214,0.0,0.0,0.0020958330715075135,0.024289600260090083,0.07287883199751377,0.08674954622983932,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.9,R1,26,0.007000211858562229,0.0,0.022881971618748404,0.0,0.00013499999113264494,0.0059740469441749156,0.0649724924005568,0.08477135957218707,0.08503329753875732,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T0.9,R2,26,0.006098600144748791,0.0,0.02319313710170121,0.0,0.0,0.0016807140200398862,0.06379951632698067,0.08477135957218707,0.08503329753875732,0.0,0.0
Phi-4-mini-instruct,aime2024,32,T1.0,R1,26,0.010168878657658262,0.0,0.03413998253635292,0.0,0.00034249999953317456,0.006447380525059998,0.07379645440960303,0.13660022028489038,0.15025001764297485,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,32,T1.0,R2,26,0.009267266943844823,0.0,0.03441615649392299,0.0,0.0,0.002760714094620198,0.072710144915618,0.13660022028489038,0.15025001764297485,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,32,T1.1,R1,26,0.0192221647738244,0.0,0.07447592548312258,0.0,0.00034249999953317456,0.01149499966413714,0.07787996271508746,0.30341692082583904,0.37191665172576904,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,32,T1.1,R2,26,0.01832055306001096,0.0,0.0746218796427039,0.0,0.0,0.0035749998678511474,0.07455079605279025,0.30341692082583904,0.37191665172576904,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,32,T1.2,R1,26,0.04287216532471715,0.0,0.19327954518238918,0.0,0.00034249999953317456,0.011944999685510993,0.07802996272221208,0.7638044315390289,0.9857666660100222,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,32,T1.2,R2,26,0.04197055361090371,0.0,0.19344813177338485,0.0,0.0,0.003774999873712659,0.07462579605635256,0.7638044315390289,0.9857666660100222,0.038461538461538464,0.038461538461538464
Phi-4-mini-instruct,aime2024,32,best_fixed_T,R1,26,0.0009016117138134388,0.0,0.003625192829390852,0.0,0.0,0.0005849998415214941,0.002730833424720913,0.01462083327351138,0.01836666651070118,0.0,0.0
Phi-4-mini-instruct,aime2024,32,best_fixed_T,R2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-4-mini-instruct,aime2024,32,consensus_vote,R1,26,0.004072357657665023,0.0,0.016406624728845194,0.0,0.00013499999113264494,0.007025000114304403,0.015016666549692591,0.06539621272221208,0.08170606145938238,0.0,0.0
Phi-4-mini-instruct,aime2024,32,consensus_vote,R2,26,0.0031707459438515837,0.0,0.016289098597806233,0.0,0.0,0.0009333332834144433,0.00846666664170734,0.06394621276120349,0.08170606145938238,0.0,0.0
Phi-4-mini-instruct,aime2024,32,equal_mix,R1,26,0.0045673978098205534,0.0,0.01792388236550962,0.0,0.00034249999953317456,0.003013333211131394,0.01372083327351138,0.07242199568924504,0.09084043874875966,0.0,0.0
Phi-4-mini-instruct,aime2024,32,equal_mix,R2,26,0.0036657860960071153,0.0,0.017793003715902398,0.0,0.0,0.001834999923631561,0.0019674998869374394,0.0686303290366103,0.09084043874875966,0.0,0.0
Phi-4-mini-instruct,aime2024,32,random_T,R1,26,0.008920867318430772,0.0,0.029985080980355357,0.0,0.0003125000002910383,0.008153332921210676,0.058609700412489474,0.12158512882888317,0.13741660118103027,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,32,random_T,R2,26,0.008019255604617333,0.0,0.030166840317888396,0.0,0.0,0.0018833331414498389,0.05640970045351423,0.12158512882888317,0.13741660118103027,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T0.1,R1,26,0.00010897436452348932,0.0,0.0005356249177507194,0.0,0.0,0.0,7.4999981734436e-05,0.0020750001203850843,0.0027333335019648075,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.1,R2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.2,R1,26,0.002947637450303703,0.0,0.014475673544706899,0.0,0.0,1.666667958488688e-05,0.002058333466266049,0.05608726351056248,0.0738719068467617,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.2,R2,26,0.002838663085780214,0.0,0.014488010934984486,0.0,0.0,0.0,2.5000019377330318e-05,0.05541226347486372,0.0738719068467617,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.3,R1,26,0.0036578728179917494,0.0,0.017993322221346374,0.0,0.0,0.00026666667326935567,0.002150000123947393,0.06956185318995267,0.09183802641928196,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.3,R2,26,0.00354889845346826,0.0,0.018007630813988287,0.0,0.0,6.666667832178064e-05,0.00025833334984781686,0.06895351981802378,0.09183802641928196,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.4,R1,26,0.003937109644959072,0.0,0.019529626188308502,0.0,0.0,0.00023333333228947595,0.0017333334471913986,0.07530697133915965,0.09966485062614083,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.4,R2,26,0.0038281352804355826,0.0,0.01954726022718153,0.0,0.0,6.666666740784422e-05,0.0002083333492919337,0.07480697130813496,0.09966485062614083,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.5,R1,26,0.0029489746575563913,0.0,0.014601970629762456,0.0,0.0,0.00025833333893388044,0.001312500128733518,0.056300839059986174,0.07452334091067314,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.5,R2,26,0.002840000293032902,0.0,0.014622343143275514,0.0,0.0,8.333334335475229e-05,0.00022916668331163237,0.05595500568688294,0.07452334091067314,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.6,R1,26,0.003909844438077506,0.0,0.019410227496778915,0.0,0.0,0.0002833333383023273,0.0016083334758150158,0.07480029977159575,0.09905595518648624,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.6,R2,26,0.0038008700735540166,0.0,0.019428915770634363,0.0,0.0,0.00011666667342069559,0.0002333333522983594,0.07435029972839402,0.09905595518648624,0.0,0.0
Phi-4-mini-instruct,aime2024,64,T0.7,R1,26,0.003977154415154543,0.0,0.0196191826113956,0.0,0.0,0.00031666667200624943,0.0019250001132604666,0.07571286415623035,0.10013937437906861,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T0.7,R2,26,0.0038681800506310537,0.0,0.019635819815255886,0.0,0.0,0.00021665346866939217,0.00028333334921626374,0.07517953078786377,0.10013937437906861,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T0.8,R1,26,0.00422742119385825,0.0,0.020570077188209326,0.0,0.0,0.0001166666770586744,0.0035750037895923015,0.07990971073741093,0.10497961263172328,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T0.8,R2,26,0.004118446829334761,0.0,0.020600281189858467,0.0,0.0,6.666668923571706e-05,0.003550003795680823,0.07990971073741093,0.10497961263172328,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T0.9,R1,26,0.004712570813493445,0.0,0.02050375201641843,0.0,0.0,0.001083333419956034,0.012608337885467336,0.08207012771163136,0.10402683494612575,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T0.9,R2,26,0.0046035964489699556,0.0,0.020526942489216705,0.0,0.0,0.00018333335174247622,0.012208337842821493,0.08207012771163136,0.10402683494612575,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T1.0,R1,26,0.0058739070048502,0.0,0.02228360971963853,0.0,0.0,0.0011833333846880123,0.03284165551303886,0.09102452728984645,0.10698826357838698,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T1.0,R2,26,0.0057649326403267104,0.0,0.02231018446099891,0.0,0.0,0.0002666666841832921,0.03242498882173095,0.09102452728984645,0.10698826357838698,0.038461538461538464,0.0
Phi-4-mini-instruct,aime2024,64,T1.1,R1,26,0.01603654553540624,0.0,0.06282586681617573,0.0,0.0,0.0015666667459299788,0.0810959596419707,0.2565792202949524,0.3063666820526123,0.07692307692307693,0.038461538461538464
Phi-4-mini-instruct,aime2024,64,T1.1,R2,26,0.01592757117088275,0.0,0.0628522911022426,0.0,0.0,0.0002666666841832921,0.0804876262700418,0.2565792202949524,0.3063666820526123,0.07692307692307693,0.038461538461538464
Phi-4-mini-instruct,aime2024,64,T1.2,R1,26,0.04265321161186036,0.0,0.19606162167730407,0.0,0.0,0.0015666667459299788,0.0810959596419707,0.7756042087858077,0.9984000000404194,0.07692307692307693,0.038461538461538464
Phi-4-mini-instruct,aime2024,64,T1.2,R2,26,0.04254423724733687,0.0,0.196085475141878,0.0,0.0,0.0002666666841832921,0.0804876262700418,0.7756042087858077,0.9984000000404194,0.07692307692307693,0.038461538461538464
Phi-4-mini-instruct,aime2024,64,best_fixed_T,R1,26,0.00010897436452348932,0.0,0.0005356249177507194,0.0,0.0,0.0,7.4999981734436e-05,0.0020750001203850843,0.0027333335019648075,0.0,0.0
