model,dataset,N,regret_kind,strategy_a,strategy_b,a_dominates_b,max_violation
Phi-4-mini-instruct,aime2023,512,R2,T1.0,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,512,R2,T1.0,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,512,R2,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,512,R2,equal_mix,consensus_vote,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,512,R2,equal_mix,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,512,R2,equal_mix,best_fixed_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,512,R2,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,512,R2,consensus_vote,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,512,R2,consensus_vote,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,512,R2,consensus_vote,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,512,R2,random_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,512,R2,random_T,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,512,R2,random_T,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,512,R2,random_T,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,512,R2,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,512,R2,best_fixed_T,equal_mix,True,0.0
Phi-4-mini-instruct,aime2023,512,R2,best_fixed_T,consensus_vote,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,512,R2,best_fixed_T,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1024,R1,T1.0,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1024,R1,T1.0,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1024,R1,T1.0,random_T,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1024,R1,T1.0,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,1024,R1,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R1,equal_mix,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R1,equal_mix,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R1,equal_mix,best_fixed_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R1,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R1,consensus_vote,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1024,R1,consensus_vote,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R1,consensus_vote,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,1024,R1,random_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R1,random_T,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1024,R1,random_T,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1024,R1,random_T,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,1024,R1,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R1,best_fixed_T,equal_mix,True,0.0
Phi-4-mini-instruct,aime2023,1024,R1,best_fixed_T,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2023,1024,R1,best_fixed_T,random_T,True,0.0
Phi-4-mini-instruct,aime2023,1024,R2,T1.0,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R2,T1.0,consensus_vote,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1024,R2,T1.0,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1024,R2,T1.0,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,1024,R2,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R2,equal_mix,consensus_vote,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1024,R2,equal_mix,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1024,R2,equal_mix,best_fixed_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R2,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R2,consensus_vote,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R2,consensus_vote,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1024,R2,consensus_vote,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,1024,R2,random_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R2,random_T,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R2,random_T,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1024,R2,random_T,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,1024,R2,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1024,R2,best_fixed_T,equal_mix,True,0.0
Phi-4-mini-instruct,aime2023,1024,R2,best_fixed_T,consensus_vote,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1024,R2,best_fixed_T,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1536,R1,T1.0,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1536,R1,T1.0,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1536,R1,T1.0,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R1,T1.0,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,1536,R1,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R1,equal_mix,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R1,equal_mix,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R1,equal_mix,best_fixed_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R1,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R1,consensus_vote,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1536,R1,consensus_vote,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R1,consensus_vote,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,1536,R1,random_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R1,random_T,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1536,R1,random_T,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,1536,R1,random_T,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,1536,R1,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R1,best_fixed_T,equal_mix,True,0.0
Phi-4-mini-instruct,aime2023,1536,R1,best_fixed_T,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2023,1536,R1,best_fixed_T,random_T,True,0.0
Phi-4-mini-instruct,aime2023,1536,R2,T1.0,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R2,T1.0,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R2,T1.0,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1536,R2,T1.0,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,1536,R2,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R2,equal_mix,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R2,equal_mix,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1536,R2,equal_mix,best_fixed_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R2,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R2,consensus_vote,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R2,consensus_vote,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,1536,R2,consensus_vote,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,1536,R2,random_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R2,random_T,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R2,random_T,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,1536,R2,random_T,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,1536,R2,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,1536,R2,best_fixed_T,equal_mix,True,0.0
Phi-4-mini-instruct,aime2023,1536,R2,best_fixed_T,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2023,1536,R2,best_fixed_T,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2023,2048,R1,T1.0,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,2048,R1,T1.0,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,2048,R1,T1.0,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R1,T1.0,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,2048,R1,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R1,equal_mix,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R1,equal_mix,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R1,equal_mix,best_fixed_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R1,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R1,consensus_vote,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,2048,R1,consensus_vote,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R1,consensus_vote,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,2048,R1,random_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R1,random_T,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,2048,R1,random_T,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2023,2048,R1,random_T,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2023,2048,R1,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R1,best_fixed_T,equal_mix,True,0.0
Phi-4-mini-instruct,aime2023,2048,R1,best_fixed_T,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2023,2048,R1,best_fixed_T,random_T,True,0.0
Phi-4-mini-instruct,aime2023,2048,R2,T1.0,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,T1.0,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,T1.0,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,T1.0,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,2048,R2,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R2,equal_mix,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,equal_mix,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,equal_mix,best_fixed_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R2,consensus_vote,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,consensus_vote,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,consensus_vote,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,2048,R2,random_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R2,random_T,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,random_T,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2023,2048,R2,random_T,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2023,2048,R2,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2023,2048,R2,best_fixed_T,equal_mix,True,0.0
Phi-4-mini-instruct,aime2023,2048,R2,best_fixed_T,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2023,2048,R2,best_fixed_T,random_T,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,T1.0,equal_mix,False,0.1923076923076923
Phi-4-mini-instruct,aime2024,1,R1,T1.0,consensus_vote,False,0.1923076923076923
Phi-4-mini-instruct,aime2024,1,R1,T1.0,random_T,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,1,R1,T1.0,best_fixed_T,False,0.1923076923076923
Phi-4-mini-instruct,aime2024,1,R1,equal_mix,T1.0,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,equal_mix,random_T,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,equal_mix,best_fixed_T,False,0.15384615384615383
Phi-4-mini-instruct,aime2024,1,R1,consensus_vote,T1.0,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,consensus_vote,random_T,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,consensus_vote,best_fixed_T,False,0.15384615384615383
Phi-4-mini-instruct,aime2024,1,R1,random_T,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,1,R1,random_T,equal_mix,False,0.23076923076923073
Phi-4-mini-instruct,aime2024,1,R1,random_T,consensus_vote,False,0.23076923076923073
Phi-4-mini-instruct,aime2024,1,R1,random_T,best_fixed_T,False,0.2692307692307692
Phi-4-mini-instruct,aime2024,1,R1,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2024,1,R1,best_fixed_T,equal_mix,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,1,R1,best_fixed_T,consensus_vote,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,1,R1,best_fixed_T,random_T,True,0.0
Phi-4-mini-instruct,aime2024,1,R2,T1.0,equal_mix,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,1,R2,T1.0,consensus_vote,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,1,R2,T1.0,random_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,1,R2,T1.0,best_fixed_T,False,0.3846153846153846
Phi-4-mini-instruct,aime2024,1,R2,equal_mix,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,1,R2,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,1,R2,equal_mix,random_T,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,1,R2,equal_mix,best_fixed_T,False,0.34615384615384615
Phi-4-mini-instruct,aime2024,1,R2,consensus_vote,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,1,R2,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,1,R2,consensus_vote,random_T,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,1,R2,consensus_vote,best_fixed_T,False,0.34615384615384615
Phi-4-mini-instruct,aime2024,1,R2,random_T,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,1,R2,random_T,equal_mix,False,0.1923076923076924
Phi-4-mini-instruct,aime2024,1,R2,random_T,consensus_vote,False,0.1923076923076924
Phi-4-mini-instruct,aime2024,1,R2,random_T,best_fixed_T,False,0.42307692307692313
Phi-4-mini-instruct,aime2024,1,R2,best_fixed_T,T1.0,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,1,R2,best_fixed_T,equal_mix,False,0.3076923076923077
Phi-4-mini-instruct,aime2024,1,R2,best_fixed_T,consensus_vote,False,0.3076923076923077
Phi-4-mini-instruct,aime2024,1,R2,best_fixed_T,random_T,False,0.19230769230769232
Phi-4-mini-instruct,aime2024,2,R1,T1.0,equal_mix,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,2,R1,T1.0,consensus_vote,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,2,R1,T1.0,random_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,2,R1,T1.0,best_fixed_T,False,0.1923076923076923
Phi-4-mini-instruct,aime2024,2,R1,equal_mix,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,2,R1,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,2,R1,equal_mix,random_T,True,0.0
Phi-4-mini-instruct,aime2024,2,R1,equal_mix,best_fixed_T,False,0.2692307692307692
Phi-4-mini-instruct,aime2024,2,R1,consensus_vote,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,2,R1,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,2,R1,consensus_vote,random_T,True,0.0
Phi-4-mini-instruct,aime2024,2,R1,consensus_vote,best_fixed_T,False,0.2692307692307692
Phi-4-mini-instruct,aime2024,2,R1,random_T,T1.0,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,2,R1,random_T,equal_mix,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,2,R1,random_T,consensus_vote,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,2,R1,random_T,best_fixed_T,False,0.2692307692307692
Phi-4-mini-instruct,aime2024,2,R1,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2024,2,R1,best_fixed_T,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,2,R1,best_fixed_T,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,2,R1,best_fixed_T,random_T,True,0.0
Phi-4-mini-instruct,aime2024,2,R2,T1.0,equal_mix,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,2,R2,T1.0,consensus_vote,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,2,R2,T1.0,random_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,2,R2,T1.0,best_fixed_T,False,0.23076923076923073
Phi-4-mini-instruct,aime2024,2,R2,equal_mix,T1.0,False,0.11538461538461539
Phi-4-mini-instruct,aime2024,2,R2,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,2,R2,equal_mix,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2024,2,R2,equal_mix,best_fixed_T,False,0.42307692307692313
Phi-4-mini-instruct,aime2024,2,R2,consensus_vote,T1.0,False,0.11538461538461539
Phi-4-mini-instruct,aime2024,2,R2,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,2,R2,consensus_vote,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2024,2,R2,consensus_vote,best_fixed_T,False,0.42307692307692313
Phi-4-mini-instruct,aime2024,2,R2,random_T,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,2,R2,random_T,equal_mix,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,2,R2,random_T,consensus_vote,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,2,R2,random_T,best_fixed_T,False,0.23076923076923073
Phi-4-mini-instruct,aime2024,2,R2,best_fixed_T,T1.0,False,0.3076923076923077
Phi-4-mini-instruct,aime2024,2,R2,best_fixed_T,equal_mix,False,0.38461538461538464
Phi-4-mini-instruct,aime2024,2,R2,best_fixed_T,consensus_vote,False,0.38461538461538464
Phi-4-mini-instruct,aime2024,2,R2,best_fixed_T,random_T,False,0.38461538461538464
Phi-4-mini-instruct,aime2024,4,R1,T1.0,equal_mix,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,4,R1,T1.0,consensus_vote,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,4,R1,T1.0,random_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,4,R1,T1.0,best_fixed_T,False,0.19230769230769232
Phi-4-mini-instruct,aime2024,4,R1,equal_mix,T1.0,False,0.11538461538461539
Phi-4-mini-instruct,aime2024,4,R1,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,4,R1,equal_mix,random_T,True,0.0
Phi-4-mini-instruct,aime2024,4,R1,equal_mix,best_fixed_T,False,0.3076923076923077
Phi-4-mini-instruct,aime2024,4,R1,consensus_vote,T1.0,False,0.11538461538461539
Phi-4-mini-instruct,aime2024,4,R1,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,4,R1,consensus_vote,random_T,True,0.0
Phi-4-mini-instruct,aime2024,4,R1,consensus_vote,best_fixed_T,False,0.3076923076923077
Phi-4-mini-instruct,aime2024,4,R1,random_T,T1.0,False,0.11538461538461539
Phi-4-mini-instruct,aime2024,4,R1,random_T,equal_mix,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,4,R1,random_T,consensus_vote,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,4,R1,random_T,best_fixed_T,False,0.3076923076923077
Phi-4-mini-instruct,aime2024,4,R1,best_fixed_T,T1.0,True,0.0
Phi-4-mini-instruct,aime2024,4,R1,best_fixed_T,equal_mix,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,4,R1,best_fixed_T,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,4,R1,best_fixed_T,random_T,True,0.0
Phi-4-mini-instruct,aime2024,4,R2,T1.0,equal_mix,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,4,R2,T1.0,consensus_vote,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,4,R2,T1.0,random_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,4,R2,T1.0,best_fixed_T,False,0.2692307692307693
Phi-4-mini-instruct,aime2024,4,R2,equal_mix,T1.0,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,4,R2,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,4,R2,equal_mix,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2024,4,R2,equal_mix,best_fixed_T,False,0.5384615384615384
Phi-4-mini-instruct,aime2024,4,R2,consensus_vote,T1.0,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,4,R2,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,4,R2,consensus_vote,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2024,4,R2,consensus_vote,best_fixed_T,False,0.5384615384615384
Phi-4-mini-instruct,aime2024,4,R2,random_T,T1.0,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,4,R2,random_T,equal_mix,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,4,R2,random_T,consensus_vote,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,4,R2,random_T,best_fixed_T,False,0.46153846153846156
Phi-4-mini-instruct,aime2024,4,R2,best_fixed_T,T1.0,False,0.3076923076923077
Phi-4-mini-instruct,aime2024,4,R2,best_fixed_T,equal_mix,False,0.23076923076923078
Phi-4-mini-instruct,aime2024,4,R2,best_fixed_T,consensus_vote,False,0.23076923076923078
Phi-4-mini-instruct,aime2024,4,R2,best_fixed_T,random_T,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,8,R1,T1.0,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,8,R1,T1.0,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,8,R1,T1.0,random_T,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,8,R1,T1.0,best_fixed_T,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,8,R1,equal_mix,T1.0,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,8,R1,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,8,R1,equal_mix,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,8,R1,equal_mix,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,8,R1,consensus_vote,T1.0,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,8,R1,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,8,R1,consensus_vote,random_T,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,8,R1,consensus_vote,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,8,R1,random_T,T1.0,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,8,R1,random_T,equal_mix,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,8,R1,random_T,consensus_vote,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,8,R1,random_T,best_fixed_T,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,8,R1,best_fixed_T,T1.0,False,0.11538461538461542
Phi-4-mini-instruct,aime2024,8,R1,best_fixed_T,equal_mix,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,8,R1,best_fixed_T,consensus_vote,False,0.11538461538461531
Phi-4-mini-instruct,aime2024,8,R1,best_fixed_T,random_T,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,8,R2,T1.0,equal_mix,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,8,R2,T1.0,consensus_vote,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,8,R2,T1.0,random_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,8,R2,T1.0,best_fixed_T,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,8,R2,equal_mix,T1.0,False,0.0769230769230769
Phi-4-mini-instruct,aime2024,8,R2,equal_mix,consensus_vote,True,0.0
Phi-4-mini-instruct,aime2024,8,R2,equal_mix,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,R2,equal_mix,best_fixed_T,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,8,R2,consensus_vote,T1.0,False,0.0769230769230769
Phi-4-mini-instruct,aime2024,8,R2,consensus_vote,equal_mix,True,0.0
Phi-4-mini-instruct,aime2024,8,R2,consensus_vote,random_T,False,0.038461538461538464
Phi-4-mini-instruct,aime2024,8,R2,consensus_vote,best_fixed_T,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,8,R2,random_T,T1.0,False,0.07692307692307693
Phi-4-mini-instruct,aime2024,8,R2,random_T,equal_mix,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,8,R2,random_T,consensus_vote,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,8,R2,random_T,best_fixed_T,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,8,R2,best_fixed_T,T1.0,False,0.15384615384615385
Phi-4-mini-instruct,aime2024,8,R2,best_fixed_T,equal_mix,False,0.19230769230769232
Phi-4-mini-instruct,aime2024,8,R2,best_fixed_T,consensus_vote,False,0.19230769230769232
Phi-4-mini-instruct,aime2024,8,R2,best_fixed_T,random_T,False,0.2692307692307692
Phi-4-mini-instruct,aime2024,16,R1,T1.0,equal_mix,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,16,R1,T1.0,consensus_vote,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,16,R1,T1.0,random_T,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,16,R1,T1.0,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,16,R1,equal_mix,T1.0,False,0.07692307692307687
Phi-4-mini-instruct,aime2024,16,R1,equal_mix,consensus_vote,False,0.038461538461538436
Phi-4-mini-instruct,aime2024,16,R1,equal_mix,random_T,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,16,R1,equal_mix,best_fixed_T,False,0.07692307692307698
Phi-4-mini-instruct,aime2024,16,R1,consensus_vote,T1.0,False,0.03846153846153855
Phi-4-mini-instruct,aime2024,16,R1,consensus_vote,equal_mix,False,0.03846153846153855
