model,dataset,N,strategy_a,strategy_b,delta_mean,delta_std,delta_p25,delta_median,delta_p75,n_problems,wins_a,ties,wins_b,wilcoxon_p,adj_p_value
Phi-4-mini-instruct,gsm8kfull,1024,equal_mix,consensus_vote,-0.003460727824109174,0.05564431919720301,0.0,0.0,0.0,1319,9,1288,22,0.0922978725472978,0.11569685195173679
Phi-4-mini-instruct,gsm8kfull,1024,T1.0,best_fixed_T,-0.00015160473667685695,0.07540732777330592,0.0,0.0,0.0,1319,13,1293,13,0.8287417246065696,0.8287417246065696
Phi-4-mini-instruct,gsm8kfull,1024,equal_mix,best_fixed_T,-0.006364948225731352,0.11468204910162973,0.0,0.0,0.0,1319,10,1284,25,0.02175338989169096,0.10876694945845479
Phi-4-mini-instruct,gsm8kfull,1536,T1.0,equal_mix,0.006099899009729754,0.14097133210650284,0.0,0.0,0.0,1319,25,1281,13,0.12087835395758319,0.151097942446979
Phi-4-mini-instruct,gsm8kfull,1536,T1.0,consensus_vote,0.002448142628632963,0.11145515975460854,0.0,0.0,0.0,1319,29,1277,13,0.10627245516559192,0.151097942446979
Phi-4-mini-instruct,gsm8kfull,1536,equal_mix,consensus_vote,-0.003651756381096791,0.05999345969515781,0.0,0.0,0.0,1319,9,1289,21,0.0502540395646671,0.12563509891166774
Phi-4-mini-instruct,gsm8kfull,1536,T1.0,best_fixed_T,-0.00018546866566496862,0.0771897423575033,0.0,0.0,0.0,1319,12,1298,9,0.9287996310794304,0.9287996310794304
Phi-4-mini-instruct,gsm8kfull,1536,equal_mix,best_fixed_T,-0.006285367675394724,0.11670706252819131,0.0,0.0,0.0,1319,8,1289,22,0.029023550190508056,0.12563509891166774
Phi-4-mini-instruct,gsm8kfull,2048,T1.0,equal_mix,0.0060611574965170984,0.14230136678390048,0.0,0.0,0.0,1319,25,1282,12,0.12555880267092637,0.1896097034316281
Phi-4-mini-instruct,gsm8kfull,2048,T1.0,consensus_vote,0.0022446930032140907,0.11156690492257351,0.0,0.0,0.0,1319,26,1281,12,0.1516877627453025,0.1896097034316281
Phi-4-mini-instruct,gsm8kfull,2048,equal_mix,consensus_vote,-0.0038164644933030077,0.06272460178352621,0.0,0.0,0.0,1319,8,1292,19,0.03411465282678322,0.1705732641339161
Phi-4-mini-instruct,gsm8kfull,2048,T1.0,best_fixed_T,-0.00022504419034569,0.0535302926706981,0.0,0.0,0.0,1319,8,1305,6,0.9772017475618193,0.9772017475618193
Phi-4-mini-instruct,gsm8kfull,2048,equal_mix,best_fixed_T,-0.006286201686862789,0.13679110338762276,0.0,0.0,0.0,1319,12,1282,25,0.07512056186575734,0.18780140466439335
Phi-4-mini-instruct,math500,1,T1.0,equal_mix,-0.10224493940535548,0.20889017645417907,-0.1843500189781189,-0.07910001261234284,0.001100001202523702,494,106,57,331,1.0599754294246978e-30,2.6499385735617446e-30
Phi-4-mini-instruct,math500,1,T1.0,consensus_vote,-0.10224493940535548,0.20889017645417907,-0.1843500189781189,-0.07910001261234284,0.001100001202523702,494,106,57,331,1.0599754294246978e-30,2.6499385735617446e-30
Phi-4-mini-instruct,math500,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,494,0,494,0,1.0,1.0
Phi-4-mini-instruct,math500,1,T1.0,best_fixed_T,-0.10193886656109936,0.20910030284553885,-0.18375000171363354,-0.07739999890327454,0.001600000097823795,494,109,56,329,3.465991997292076e-30,5.7766533288201264e-30
Phi-4-mini-instruct,math500,1,equal_mix,best_fixed_T,0.0003060728442561072,0.006064983713302058,-0.0015999999273568393,0.0,0.0015999999023973833,494,27,447,20,0.4832456792536669,0.6040570990670836
Phi-4-mini-instruct,math500,2,T1.0,equal_mix,-0.09173684141330557,0.19181285931200115,-0.17195000007152555,-0.07239999890327453,0.0026500092491507686,494,110,56,328,2.317183567297899e-29,5.792958918244747e-29
Phi-4-mini-instruct,math500,2,T1.0,consensus_vote,-0.09173684141330557,0.19181285931200115,-0.17195000007152555,-0.07239999890327453,0.0026500092491507686,494,110,56,328,2.317183567297899e-29,5.792958918244747e-29
Phi-4-mini-instruct,math500,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,494,0,494,0,1.0,1.0
Phi-4-mini-instruct,math500,2,T1.0,best_fixed_T,-0.09271761167271068,0.2092760851900922,-0.17500002682209015,-0.07324999570846558,0.002350000897422433,494,111,56,327,7.782181308227791e-27,1.2970302180379654e-26
Phi-4-mini-instruct,math500,2,equal_mix,best_fixed_T,-0.0009807702594051152,0.03367124106998266,-0.006774985194206218,0.0,0.004349999858718366,494,95,296,103,0.1102036894744156,0.1377546118430195
Phi-4-mini-instruct,math500,4,T1.0,equal_mix,-0.05671264633739071,0.1933091606065159,-0.09143334743181872,-0.012575016355514501,0.0031250038667271535,494,108,122,264,3.5394934241343654e-17,5.899155706890609e-17
Phi-4-mini-instruct,math500,4,T1.0,consensus_vote,-0.05671264633739071,0.1933091606065159,-0.09143334743181872,-0.012575016355514501,0.0031250038667271535,494,108,122,264,3.5394934241343654e-17,5.899155706890609e-17
Phi-4-mini-instruct,math500,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,494,0,494,0,1.0,1.0
Phi-4-mini-instruct,math500,4,T1.0,best_fixed_T,-0.06091696760278997,0.16319270439131392,-0.08300003409385681,-0.014283299446105957,0.0,494,90,135,269,8.230665977666771e-24,4.1153329888333854e-23
Phi-4-mini-instruct,math500,4,equal_mix,best_fixed_T,-0.004204321265399259,0.06671993016363688,-0.010895833122730257,0.0,0.005862516045570393,494,109,258,127,0.617359240507372,0.771699050634215
Phi-4-mini-instruct,math500,8,T1.0,equal_mix,-0.04045659456208574,0.17496234126413926,-0.04503411418823966,-0.0013605891270087583,0.0002249998092650196,494,90,227,177,9.076958826696742e-13,2.2692397066741855e-12
Phi-4-mini-instruct,math500,8,T1.0,consensus_vote,-0.04045659456208574,0.17496234126413926,-0.04503411418823966,-0.0013605891270087583,0.0002249998092650196,494,90,227,177,9.076958826696742e-13,2.2692397066741855e-12
Phi-4-mini-instruct,math500,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,494,0,494,0,1.0,1.0
Phi-4-mini-instruct,math500,8,T1.0,best_fixed_T,-0.04465472249362042,0.18360150605231332,-0.0418966980651021,-0.0009999871253967285,0.0003359522597747855,494,90,227,177,6.54955823658508e-12,1.0915930394308465e-11
Phi-4-mini-instruct,math500,8,equal_mix,best_fixed_T,-0.004198127931534683,0.03992963711907341,-0.002332381253519231,0.0,0.00032355207170750577,494,63,348,83,0.015363397462639334,0.019204246828299167
Phi-4-mini-instruct,math500,16,T1.0,equal_mix,-0.02530660045512432,0.18314865722602452,-0.012382544521614186,0.0,6.416666381410324e-05,494,80,284,130,7.03202453473573e-05,0.00011720040891226217
Phi-4-mini-instruct,math500,16,T1.0,consensus_vote,-0.022409661655057988,0.1804122615420791,-0.011173458164883899,0.0,0.0,494,80,288,126,0.00012216554639207127,0.0001527069329900891
Phi-4-mini-instruct,math500,16,equal_mix,consensus_vote,0.002896938800066332,0.04448009069076441,-9.999999999998899e-05,0.0,0.00043000000000001685,494,71,359,64,0.18925815454812167,0.18925815454812167
Phi-4-mini-instruct,math500,16,T1.0,best_fixed_T,-0.03789388589930498,0.16295680840254698,-0.015625281841494143,0.0,0.0,494,66,293,135,5.643504606407848e-10,2.8217523032039236e-09
Phi-4-mini-instruct,math500,16,equal_mix,best_fixed_T,-0.01258728544418066,0.07056037149197357,-0.004268354522809376,0.0,0.0,494,51,337,106,6.364530258358226e-06,1.5911325645895565e-05
Phi-4-mini-instruct,math500,32,T1.0,equal_mix,-0.024076815902139198,0.18669678907123982,-0.0012000203132629395,0.0,0.0,494,63,339,92,0.003902110726010126,0.006503517876683543
Phi-4-mini-instruct,math500,32,T1.0,consensus_vote,-0.019137911405825797,0.20868147343289953,-0.0007958112319310589,0.0,0.0,494,77,323,94,0.061049243565532124,0.07105869449221346
Phi-4-mini-instruct,math500,32,equal_mix,consensus_vote,0.0049389044963134,0.08020249232487948,0.0,0.0,9.999999999998899e-05,494,70,369,55,0.07105869449221346,0.07105869449221346
Phi-4-mini-instruct,math500,32,T1.0,best_fixed_T,-0.03517018496685438,0.17938182472255912,-0.002275019884109497,0.0,0.0,494,55,338,101,2.3934271711151815e-06,5.983567927787953e-06
Phi-4-mini-instruct,math500,32,equal_mix,best_fixed_T,-0.011093369064715187,0.06213388770534681,-0.0008916616082129138,0.0,0.0,494,33,381,80,4.6816428669618566e-08,2.3408214334809283e-07
Phi-4-mini-instruct,math500,64,T1.0,equal_mix,-0.02184882127554564,0.19802213955558728,0.0,0.0,0.0,494,53,365,76,0.024329218862961313,0.04054869810493552
Phi-4-mini-instruct,math500,64,T1.0,consensus_vote,-0.02066513982541682,0.21125462203590167,0.0,0.0,0.0,494,59,361,74,0.08322674615305597,0.10403343269131997
Phi-4-mini-instruct,math500,64,equal_mix,consensus_vote,0.0011836814501288162,0.07179703667125294,0.0,0.0,0.0,494,57,393,44,0.1986483340260502,0.1986483340260502
Phi-4-mini-instruct,math500,64,T1.0,best_fixed_T,-0.034659447332204385,0.19700198437785077,0.0,0.0,0.0,494,44,367,83,5.3532185797264186e-05,0.00013383046449316047
Phi-4-mini-instruct,math500,64,equal_mix,best_fixed_T,-0.012810626056658746,0.07563659903777502,0.0,0.0,0.0,494,23,401,70,2.4844767385437027e-07,1.2422383692718513e-06
Phi-4-mini-instruct,math500,128,T1.0,equal_mix,-0.023897914399181545,0.20778027177354672,0.0,0.0,0.0,494,44,391,59,0.02932551608827653,0.036656895110345665
Phi-4-mini-instruct,math500,128,T1.0,consensus_vote,-0.02593651763804794,0.20762521319148125,0.0,0.0,0.0,494,48,380,66,0.015444140282886088,0.025740233804810147
Phi-4-mini-instruct,math500,128,equal_mix,consensus_vote,-0.002038603238866397,0.057619547599279744,0.0,0.0,0.0,494,41,417,36,0.8037863304398155,0.8037863304398154
Phi-4-mini-instruct,math500,128,T1.0,best_fixed_T,-0.03573074887661256,0.21354111703927056,0.0,0.0,0.0,494,32,390,72,8.766851334064982e-05,0.00021917128335162455
Phi-4-mini-instruct,math500,128,equal_mix,best_fixed_T,-0.011832834477431015,0.0854868308636706,0.0,0.0,0.0,494,20,418,56,8.517614352097813e-06,4.2588071760489064e-05
Phi-4-mini-instruct,math500,256,T1.0,equal_mix,-0.024752631237341217,0.21764011962721178,0.0,0.0,0.0,494,32,416,46,0.05108195379185302,0.06385244223981627
Phi-4-mini-instruct,math500,256,T1.0,consensus_vote,-0.029125944327759574,0.20834130774148987,0.0,0.0,0.0,494,37,399,58,0.007359703943612779,0.012266173239354632
Phi-4-mini-instruct,math500,256,equal_mix,consensus_vote,-0.004373313090418353,0.058983625478025103,0.0,0.0,0.0,494,30,428,36,0.3199053265181385,0.3199053265181385
Phi-4-mini-instruct,math500,256,T1.0,best_fixed_T,-0.036660417764393896,0.22707649766796548,0.0,0.0,0.0,494,26,411,57,6.95041755168486e-05,0.00034752087758424305
Phi-4-mini-instruct,math500,256,equal_mix,best_fixed_T,-0.011907786527052681,0.10018818323489216,0.0,0.0,0.0,494,17,436,41,0.00018835995221364615,0.0004708998805341154
Phi-4-mini-instruct,math500,512,T1.0,equal_mix,-0.02526990542374483,0.22497102987999817,0.0,0.0,0.0,494,24,429,41,0.03620588156664952,0.0452573519583119
Phi-4-mini-instruct,math500,512,T1.0,consensus_vote,-0.030931032279345367,0.20979751400938462,0.0,0.0,0.0,494,28,418,48,0.0033975108816241676,0.008493777204060419
Phi-4-mini-instruct,math500,512,equal_mix,consensus_vote,-0.005661126855600539,0.06902026044025465,0.0,0.0,0.0,494,22,441,31,0.17321704014940986,0.17321704014940986
Phi-4-mini-instruct,math500,512,T1.0,best_fixed_T,-0.03831002008607507,0.257774371975468,0.0,0.0,0.0,494,27,416,51,0.0026510189738775487,0.008493777204060419
Phi-4-mini-instruct,math500,512,equal_mix,best_fixed_T,-0.013040114662330245,0.12139965648749725,0.0,0.0,0.0,494,16,449,29,0.024537314194972196,0.04089552365828699
Phi-4-mini-instruct,math500,1024,T1.0,equal_mix,-0.025252428922917007,0.2325347394491826,0.0,0.0,0.0,494,22,434,38,0.019193336809752996,0.02962920610295825
Phi-4-mini-instruct,math500,1024,T1.0,consensus_vote,-0.03240686212129758,0.21386228728134005,0.0,0.0,0.0,494,24,426,44,0.0022164500859242417,0.005541125214810604
Phi-4-mini-instruct,math500,1024,equal_mix,consensus_vote,-0.007154433198380566,0.08270932111909966,0.0,0.0,0.0,494,20,447,27,0.09658580239305681,0.09658580239305681
Phi-4-mini-instruct,math500,1024,T1.0,best_fixed_T,-0.04040425090296104,0.26576390392084565,0.0,0.0,0.0,494,23,426,45,0.0017503229148012826,0.005541125214810604
Phi-4-mini-instruct,math500,1024,equal_mix,best_fixed_T,-0.015151821980044038,0.13505145039116423,0.0,0.0,0.0,494,12,459,23,0.0237033648823666,0.02962920610295825
Phi-4-mini-instruct,math500,1536,T1.0,equal_mix,-0.025249055408848465,0.23616986836792186,0.0,0.0,0.0,494,18,443,33,0.016194127222430653,0.020242659028038318
Phi-4-mini-instruct,math500,1536,T1.0,consensus_vote,-0.03334719306067033,0.21673391071842663,0.0,0.0,0.0,494,19,435,40,0.0020726904745828694,0.005181726186457174
Phi-4-mini-instruct,math500,1536,equal_mix,consensus_vote,-0.008098137651821864,0.09081943887053594,0.0,0.0,0.0,494,17,453,24,0.1185402621169143,0.1185402621169143
Phi-4-mini-instruct,math500,1536,T1.0,best_fixed_T,-0.04144460212161281,0.269571006377983,0.0,0.0,0.0,494,21,431,42,0.0014703557059731018,0.005181726186457174
Phi-4-mini-instruct,math500,1536,equal_mix,best_fixed_T,-0.016195546712764342,0.14160426929569642,0.0,0.0,0.0,494,10,462,22,0.01595639165519191,0.020242659028038318
Phi-4-mini-instruct,math500,2048,T1.0,equal_mix,-0.02520053985843266,0.23865642232344944,0.0,0.0,0.0,494,14,448,32,0.013452460226462678,0.022420767044104464
Phi-4-mini-instruct,math500,2048,T1.0,consensus_vote,-0.03398309721335843,0.21895875293881722,0.0,0.0,0.0,494,17,438,39,0.0017006789205843533,0.004251697301460883
Phi-4-mini-instruct,math500,2048,equal_mix,consensus_vote,-0.008782557354925776,0.09552607724850798,0.0,0.0,0.0,494,17,455,22,0.15994323963741253,0.15994323963741253
Phi-4-mini-instruct,math500,2048,T1.0,best_fixed_T,-0.042147098694030605,0.27176515527392925,0.0,0.0,0.0,494,19,433,42,0.0014009311818103097,0.004251697301460883
Phi-4-mini-instruct,math500,2048,equal_mix,best_fixed_T,-0.016946558835597942,0.14527383183185172,0.0,0.0,0.0,494,11,463,20,0.020717618671507666,0.02589702333938458
Qwen2.5-3B,aime2023,1,T1.0,equal_mix,-0.007674074064869507,0.046243741192354144,0.0,0.00039999998989515007,0.0023999999975785613,27,2,23,2,0.22709462259491764,0.32449223404947725
Qwen2.5-3B,aime2023,1,T1.0,consensus_vote,-0.007674074064869507,0.046243741192354144,0.0,0.00039999998989515007,0.0023999999975785613,27,2,23,2,0.22709462259491764,0.32449223404947725
Qwen2.5-3B,aime2023,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,27,0,27,0,1.0,1.0
Qwen2.5-3B,aime2023,1,T1.0,best_fixed_T,-0.008251852238404186,0.04662193749645518,0.0,0.00039999998989515007,0.0023999999975785613,27,2,23,2,0.2595937872395818,0.32449223404947725
Qwen2.5-3B,aime2023,1,equal_mix,best_fixed_T,-0.0005777781735346802,0.001959852298418797,0.0,0.0,0.0,27,0,27,0,0.18231443298387762,0.32449223404947725
Qwen2.5-3B,aime2023,2,T1.0,equal_mix,-0.005144443900657268,0.038808653582704584,-0.0005,0.00039999995008111,0.0025499999755993485,27,2,22,3,0.24142655338204444,0.603566383455111
Qwen2.5-3B,aime2023,2,T1.0,consensus_vote,-0.005144443900657268,0.038808653582704584,-0.0005,0.00039999995008111,0.0025499999755993485,27,2,22,3,0.24142655338204444,0.603566383455111
Qwen2.5-3B,aime2023,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,27,0,27,0,1.0,1.0
Qwen2.5-3B,aime2023,2,T1.0,best_fixed_T,-0.00609629616654409,0.021915492426664157,-0.0004499999777181074,0.0,0.0013000000035390258,27,0,24,3,0.9553348263003228,1.0
Qwen2.5-3B,aime2023,2,equal_mix,best_fixed_T,-0.0009518522658868225,0.021507250153298584,-0.0008499999967170879,0.0,0.000700000024959445,27,2,23,2,0.8518735706940674,1.0
Qwen2.5-3B,aime2023,4,T1.0,equal_mix,0.0028419796083674364,0.018403235437165266,-0.00015833333333333332,0.00038333334519217413,0.0017750000813355048,27,2,24,1,0.13533220456024594,0.3383305114006149
Qwen2.5-3B,aime2023,4,T1.0,consensus_vote,0.0028419796083674364,0.018403235437165266,-0.00015833333333333332,0.00038333334519217413,0.0017750000813355048,27,2,24,1,0.13533220456024594,0.3383305114006149
Qwen2.5-3B,aime2023,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,27,0,27,0,1.0,1.0
Qwen2.5-3B,aime2023,4,T1.0,best_fixed_T,-0.0007499951159978216,0.007039689188142997,-0.0003666666889330372,0.0,0.0008083333959802985,27,1,24,2,0.910824985273362,1.0
Qwen2.5-3B,aime2023,4,equal_mix,best_fixed_T,-0.0035919747243652574,0.021278366500761196,-0.001508333431898306,0.0,0.00020833333155605935,27,1,25,1,0.290421781275362,0.48403630212560333
Qwen2.5-3B,aime2023,8,T1.0,equal_mix,0.004715584748591485,0.01728705282835578,0.0,8.21428548078984e-05,0.0006872619293364032,27,2,25,0,0.007065994730893274,0.017664986827233185
Qwen2.5-3B,aime2023,8,T1.0,consensus_vote,0.004715584748591485,0.01728705282835578,0.0,8.21428548078984e-05,0.0006872619293364032,27,2,25,0,0.007065994730893274,0.017664986827233185
Qwen2.5-3B,aime2023,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,27,0,27,0,1.0,1.0
Qwen2.5-3B,aime2023,8,T1.0,best_fixed_T,-9.932106735909151e-05,0.0032249607652742136,-0.00010619047679938376,0.0,0.00037107144453329965,27,0,26,1,0.3506564539028397,0.43832056737854963
Qwen2.5-3B,aime2023,8,equal_mix,best_fixed_T,-0.0048149058159505775,0.019996053326252563,-0.0004214285571438571,-7.69047799409323e-05,0.0,27,0,25,2,0.07345086128284452,0.12241810213807419
Qwen2.5-3B,aime2023,16,T1.0,equal_mix,0.005927941156919543,0.025159408652594153,0.0,0.0,0.0004208791642227593,27,2,25,0,0.030908013652429556,0.07727003413107389
Qwen2.5-3B,aime2023,16,T1.0,consensus_vote,0.006601269361636636,0.027901720577681,0.0,0.0,0.0008806035696212499,27,2,25,0,0.011271943806411056,0.05635971903205528
Qwen2.5-3B,aime2023,16,equal_mix,consensus_vote,0.0006733282047170938,0.003410966541930977,-2.4024864024864028e-05,0.0,1.1111111111111091e-06,27,1,26,0,0.8971253901089049,0.8971253901089049
Qwen2.5-3B,aime2023,16,T1.0,best_fixed_T,-0.0001438750678062206,0.003791114845302491,0.0,0.0,0.00023564214097859804,27,0,26,1,0.05046060861109359,0.08410101435182266
Qwen2.5-3B,aime2023,16,equal_mix,best_fixed_T,-0.006071816224725764,0.028716386286367072,0.0,0.0,1.6783216783216783e-05,27,0,25,2,0.7298909084206947,0.8971253901089049
Qwen2.5-3B,aime2023,32,T1.0,equal_mix,0.0058256725856196566,0.025610383720911647,0.0,0.0,0.00032936149470374045,27,2,25,0,0.007685794055213263,0.019214485138033158
Qwen2.5-3B,aime2023,32,T1.0,consensus_vote,0.007512922280369351,0.034392192522877174,0.0,0.0,0.0002578607732030189,27,2,25,0,0.0069104298078147995,0.019214485138033158
Qwen2.5-3B,aime2023,32,equal_mix,consensus_vote,0.001687249694749695,0.009463857806106412,0.0,0.0,0.0,27,2,24,1,0.8886378608950078,0.8886378608950078
Qwen2.5-3B,aime2023,32,T1.0,best_fixed_T,-0.000536794411110114,0.003798790020408611,0.0,0.0,1.0818714144988917e-05,27,0,26,1,0.5146697234497355,0.6433371543121693
Qwen2.5-3B,aime2023,32,equal_mix,best_fixed_T,-0.0063624669967297705,0.028921812795157306,0.0,0.0,0.0,27,0,25,2,0.17629637444051116,0.2938272907341853
Qwen2.5-3B,aime2023,64,T1.0,equal_mix,0.004856910247992345,0.02251121564553337,0.0,0.0,3.333333370392211e-05,27,2,25,0,0.017960477526078766,0.08980238763039383
Qwen2.5-3B,aime2023,64,T1.0,consensus_vote,0.004578689949772048,0.025524467616651763,0.0,0.0,0.0,27,1,25,1,0.17629637444051116,0.4407409361012779
Qwen2.5-3B,aime2023,64,equal_mix,consensus_vote,-0.000278220298220298,0.005897581156177274,0.0,0.0,0.0,27,1,25,1,0.7531523647659145,0.8657723749926214
Qwen2.5-3B,aime2023,64,T1.0,best_fixed_T,-0.0012114739632428002,0.005533035641876496,0.0,0.0,0.0,27,0,26,1,0.8657723749926214,0.8657723749926214
Qwen2.5-3B,aime2023,64,equal_mix,best_fixed_T,-0.006068384211235146,0.027973023469910527,0.0,0.0,0.0,27,0,25,2,0.27332167829229814,0.4555361304871635
Qwen2.5-3B,aime2023,128,T1.0,equal_mix,0.0029039506016343107,0.013791404121884725,0.0,0.0,0.0,27,1,26,0,0.06788915486182899,0.16972288715457248
Qwen2.5-3B,aime2023,128,T1.0,consensus_vote,0.0016075308485478908,0.014330992546239285,0.0,0.0,0.0,27,1,25,1,0.7150006546880893,0.7150006546880893
Qwen2.5-3B,aime2023,128,equal_mix,consensus_vote,-0.0012964197530864199,0.006141386639124648,0.0,0.0,0.0,27,0,26,1,0.06788915486182899,0.16972288715457248
Qwen2.5-3B,aime2023,128,T1.0,best_fixed_T,-0.0016207491940736804,0.007352393210144602,0.0,0.0,0.0,27,0,26,1,0.4652088184521418,0.5815110230651772
Qwen2.5-3B,aime2023,128,equal_mix,best_fixed_T,-0.004524699795707991,0.021113683414187463,0.0,0.0,0.0,27,0,25,2,0.28504940740261275,0.4750823456710213
Qwen2.5-3B,aime2023,256,T1.0,equal_mix,0.000999382750193278,0.004811712378323197,0.0,0.0,0.0,27,1,26,0,0.17971249487899976,0.2246406185987497
Qwen2.5-3B,aime2023,256,T1.0,consensus_vote,0.0005560494168599448,0.0037563641128056688,0.0,0.0,0.0,27,1,26,0,1.0,1.0
Qwen2.5-3B,aime2023,256,equal_mix,consensus_vote,-0.0004433333333333333,0.0015359339707139632,0.0,0.0,0.0,27,0,27,0,0.10880943004054568,0.2246406185987497
Qwen2.5-3B,aime2023,256,T1.0,best_fixed_T,-0.0014050087926012497,0.0062688071279857855,0.0,0.0,0.0,27,0,26,1,0.17971249487899976,0.2246406185987497
Qwen2.5-3B,aime2023,256,equal_mix,best_fixed_T,-0.002404391542794528,0.01106839396969793,0.0,0.0,0.0,27,0,26,1,0.17971249487899976,0.2246406185987497
Qwen2.5-3B,aime2023,512,T1.0,equal_mix,8.888889311088456e-05,0.0004618802372898337,0.0,0.0,0.0,27,0,27,0,0.31731050786291415,0.3966381348286427
Qwen2.5-3B,aime2023,512,T1.0,consensus_vote,-6.790119234794447e-06,0.00016591236148355866,0.0,0.0,0.0,27,0,27,0,0.6547208460185769,0.6547208460185769
Qwen2.5-3B,aime2023,512,equal_mix,consensus_vote,-9.567901234567901e-05,0.0003837955015645822,0.0,0.0,0.0,27,0,27,0,0.17971249487899976,0.2995208247983329
Qwen2.5-3B,aime2023,512,T1.0,best_fixed_T,-0.0004296296327892277,0.001899040098661794,0.0,0.0,0.0,27,0,27,0,0.17971249487899976,0.2995208247983329
Qwen2.5-3B,aime2023,512,equal_mix,best_fixed_T,-0.0005185185259001122,0.002354452679123378,0.0,0.0,0.0,27,0,26,1,0.17971249487899976,0.2995208247983329
Qwen2.5-3B,aime2023,1024,T1.0,equal_mix,3.7037036101402784e-06,1.924500848681771e-05,0.0,0.0,0.0,27,0,27,0,0.31731050786291415,0.31731050786291415
