combo,baseline,N,stratum,mean,std6,n_pids
math1k_Qwen2.5-3B,T0.9,2,L1,0.8802031009041484,0.0032343862382665832,199
math1k_Qwen2.5-3B,T0.9,2,L2,0.5851340023348329,0.004848607133589204,199
math1k_Qwen2.5-3B,T0.9,2,L3,0.45008375203717427,0.004675943991554306,199
math1k_Qwen2.5-3B,T0.9,2,L4,0.3286535301251866,0.0028654290088759443,203
math1k_Qwen2.5-3B,T0.9,2,L5,0.13030208357454587,0.0032503404587732156,200
math1k_Qwen2.5-3B,T0.9,2,Lr,,,0
math1k_Qwen2.5-3B,T0.9,2,overall,0.473945833530277,0.003858862033082318,1000
math1k_Qwen2.5-3B,T0.9,2,overall_md_compat,0.473945833530277,0.003858862033082318,1000
math1k_Qwen2.5-3B,T1.0,2,L1,0.8632328325954314,0.0019051068662435883,199
math1k_Qwen2.5-3B,T1.0,2,L2,0.5522613063785348,0.00430063064535167,199
math1k_Qwen2.5-3B,T1.0,2,L3,0.4198806531402833,0.0030431453978934245,199
math1k_Qwen2.5-3B,T1.0,2,L4,0.30799466304707357,0.004075296963552242,203
math1k_Qwen2.5-3B,T1.0,2,L5,0.12586458343857276,0.0022260589548759716,200
math1k_Qwen2.5-3B,T1.0,2,Lr,,,0
math1k_Qwen2.5-3B,T1.0,2,overall,0.4529354169170061,0.003257028295054978,1000
math1k_Qwen2.5-3B,T1.0,2,overall_md_compat,0.4529354169170061,0.003257028295054978,1000
math1k_Qwen2.5-3B,T1.1,2,L1,0.8407139881721494,0.0021019423472183807,199
math1k_Qwen2.5-3B,T1.1,2,L2,0.5075272185902674,0.0019625418306833354,199
math1k_Qwen2.5-3B,T1.1,2,L3,0.3793969849230631,0.0034851340100597508,199
math1k_Qwen2.5-3B,T1.1,2,L4,0.27434318499220617,0.003830161480611163,203
math1k_Qwen2.5-3B,T1.1,2,L5,0.11536458366162454,0.0031233537306630875,200
math1k_Qwen2.5-3B,T1.1,2,Lr,,,0
math1k_Qwen2.5-3B,T1.1,2,overall,0.4225645834311533,0.0029986443346793706,1000
math1k_Qwen2.5-3B,T1.1,2,overall_md_compat,0.4225645834311533,0.0029986443346793706,1000
math1k_Qwen2.5-3B,T1.2,2,L1,0.7937918763991502,0.0017208848508317072,199
math1k_Qwen2.5-3B,T1.2,2,L2,0.4371126464192117,0.002615183183862146,199
math1k_Qwen2.5-3B,T1.2,2,L3,0.31364112216324064,0.004079998442337766,199
math1k_Qwen2.5-3B,T1.2,2,L4,0.22800697868671546,0.0036693343765916205,203
math1k_Qwen2.5-3B,T1.2,2,L5,0.09632291703096901,0.002280836117462949,200
math1k_Qwen2.5-3B,T1.2,2,Lr,,,0
math1k_Qwen2.5-3B,T1.2,2,overall,0.3729145834309359,0.0030060927581398006,1000
math1k_Qwen2.5-3B,T1.2,2,overall_md_compat,0.3729145834309359,0.0030060927581398006,1000
math1k_Qwen2.5-3B,random_T,2,L1,0.9046796506623328,0.0017279010529776013,199
math1k_Qwen2.5-3B,random_T,2,L2,0.6166352599085475,0.0046846686744636615,199
math1k_Qwen2.5-3B,random_T,2,L3,0.4647822445398899,0.0018830257116292958,199
math1k_Qwen2.5-3B,random_T,2,L4,0.3321018057450199,0.003422818226937129,203
math1k_Qwen2.5-3B,random_T,2,L5,0.1129062503009724,0.002924772682351191,200
math1k_Qwen2.5-3B,random_T,2,Lr,,,0
math1k_Qwen2.5-3B,random_T,2,overall,0.4852312504934768,0.003123487661380933,1000
math1k_Qwen2.5-3B,random_T,2,overall_md_compat,0.4852312504934768,0.003123487661380933,1000
math1k_Qwen2.5-3B,equal_mix,2,L1,0.9690012562814072,0.0005656754925838972,199
math1k_Qwen2.5-3B,equal_mix,2,L2,0.696922110552764,0.005133412406113478,199
math1k_Qwen2.5-3B,equal_mix,2,L3,0.5148555276381908,0.005340562934680485,199
math1k_Qwen2.5-3B,equal_mix,2,L4,0.32455870279146143,0.0028595350172034447,203
math1k_Qwen2.5-3B,equal_mix,2,L5,0.07336458333333332,0.0017714827240666807,200
math1k_Qwen2.5-3B,equal_mix,2,Lr,,,0
math1k_Qwen2.5-3B,equal_mix,2,overall,0.5145333333333333,0.0036429466698447363,1000
math1k_Qwen2.5-3B,equal_mix,2,overall_md_compat,0.5145333333333333,0.0036429466698447363,1000
math1k_Qwen2.5-3B,consensus_vote,2,L1,0.9690012562814072,0.0005656754925838972,199
math1k_Qwen2.5-3B,consensus_vote,2,L2,0.696922110552764,0.005133412406113478,199
math1k_Qwen2.5-3B,consensus_vote,2,L3,0.5148555276381908,0.005340562934680485,199
math1k_Qwen2.5-3B,consensus_vote,2,L4,0.32455870279146143,0.0028595350172034447,203
math1k_Qwen2.5-3B,consensus_vote,2,L5,0.07336458333333332,0.0017714827240666807,200
math1k_Qwen2.5-3B,consensus_vote,2,Lr,,,0
math1k_Qwen2.5-3B,consensus_vote,2,overall,0.5145333333333333,0.0036429466698447363,1000
math1k_Qwen2.5-3B,consensus_vote,2,overall_md_compat,0.5145333333333333,0.0036429466698447363,1000
math1k_Qwen2.5-3B,T0.1,4,L1,0.9959118518497876,0.000518263473805613,199
math1k_Qwen2.5-3B,T0.1,4,L2,0.8609819958856956,0.002606713808536451,199
math1k_Qwen2.5-3B,T0.1,4,L3,0.6351409837279087,0.003911997831488262,199
math1k_Qwen2.5-3B,T0.1,4,L4,0.33677305969943355,0.007069959662721087,203
math1k_Qwen2.5-3B,T0.1,4,L5,0.05004166765254922,0.001156990967768801,200
math1k_Qwen2.5-3B,T0.1,4,Lr,,,0
math1k_Qwen2.5-3B,T0.1,4,overall,0.5742881961107098,0.003855597676450348,1000
math1k_Qwen2.5-3B,T0.1,4,overall_md_compat,0.5742881961107098,0.003855597676450348,1000
math1k_Qwen2.5-3B,T0.2,4,L1,0.9893896578244826,0.0006772653042779737,199
math1k_Qwen2.5-3B,T0.2,4,L2,0.8465382493470782,0.0043040181366804636,199
math1k_Qwen2.5-3B,T0.2,4,L3,0.6580384579897426,0.005084933904290963,199
math1k_Qwen2.5-3B,T0.2,4,L4,0.4121151516253774,0.005751702052934248,203
math1k_Qwen2.5-3B,T0.2,4,L5,0.08074132081082401,0.0025320035137253575,200
math1k_Qwen2.5-3B,T0.2,4,Lr,,,0
math1k_Qwen2.5-3B,T0.2,4,overall,0.5961069466092158,0.004113513427836867,1000
math1k_Qwen2.5-3B,T0.2,4,overall_md_compat,0.5961069466092158,0.004113513427836867,1000
math1k_Qwen2.5-3B,T0.3,4,L1,0.9831030160138754,0.0011551638713990836,199
math1k_Qwen2.5-3B,T0.3,4,L2,0.831771708600585,0.001536362450136183,199
math1k_Qwen2.5-3B,T0.3,4,L3,0.6595041208044069,0.003165502619120998,199
math1k_Qwen2.5-3B,T0.3,4,L4,0.4472632769855391,0.003742869680279018,203
math1k_Qwen2.5-3B,T0.3,4,L5,0.102777779448467,0.0021380795848510445,200
math1k_Qwen2.5-3B,T0.3,4,Lr,,,0
math1k_Qwen2.5-3B,T0.3,4,overall,0.6037513913561124,0.002547046828627222,1000
math1k_Qwen2.5-3B,T0.3,4,overall_md_compat,0.6037513913561124,0.002547046828627222,1000
math1k_Qwen2.5-3B,T0.4,4,L1,0.9781651324163531,0.0009934131458530324,199
math1k_Qwen2.5-3B,T0.4,4,L2,0.8162234815701818,0.004512421597826142,199
math1k_Qwen2.5-3B,T0.4,4,L3,0.6555032150545337,0.005582023075960706,199
math1k_Qwen2.5-3B,T0.4,4,L4,0.45549740325827726,0.005377016820275841,203
math1k_Qwen2.5-3B,T0.4,4,L5,0.11974479329772293,0.0015910278141181835,200
math1k_Qwen2.5-3B,T0.4,4,Lr,,,0
math1k_Qwen2.5-3B,T0.4,4,overall,0.6039434055001475,0.004101770959346024,1000
math1k_Qwen2.5-3B,T0.4,4,overall_md_compat,0.6039434055001475,0.004101770959346024,1000
math1k_Qwen2.5-3B,T0.5,4,L1,0.9759736191387752,0.0015556546817568273,199
math1k_Qwen2.5-3B,T0.5,4,L2,0.8079581971762319,0.0022821129791491734,199
math1k_Qwen2.5-3B,T0.5,4,L3,0.6462974626047558,0.005039993785204378,199
math1k_Qwen2.5-3B,T0.5,4,L4,0.45711207277239385,0.004758378077066927,203
math1k_Qwen2.5-3B,T0.5,4,L5,0.13147569613880475,0.0014406013823279643,200
math1k_Qwen2.5-3B,T0.5,4,Lr,,,0
math1k_Qwen2.5-3B,T0.5,4,overall,0.6027045165055898,0.0034035750908962183,1000
math1k_Qwen2.5-3B,T0.5,4,overall_md_compat,0.6027045165055898,0.0034035750908962183,1000
math1k_Qwen2.5-3B,T0.6,4,L1,0.9690378997693309,0.0014187689403166758,199
math1k_Qwen2.5-3B,T0.6,4,L2,0.7941949351517549,0.006250562164569495,199
math1k_Qwen2.5-3B,T0.6,4,L3,0.6285716820246161,0.005765433086929296,199
math1k_Qwen2.5-3B,T0.6,4,L4,0.4581126890769182,0.00534753480893495,203
math1k_Qwen2.5-3B,T0.6,4,L5,0.1365989606893466,0.0008840984476839028,200
math1k_Qwen2.5-3B,T0.6,4,Lr,,,0
math1k_Qwen2.5-3B,T0.6,4,overall,0.5962857668926784,0.004555386671363444,1000
math1k_Qwen2.5-3B,T0.6,4,overall_md_compat,0.5962857668926784,0.004555386671363444,1000
math1k_Qwen2.5-3B,T0.7,4,L1,0.9648363357987035,0.0009441034560601469,199
math1k_Qwen2.5-3B,T0.7,4,L2,0.7784303489205127,0.0021587664127262463,199
math1k_Qwen2.5-3B,T0.7,4,L3,0.6173593687545664,0.004432670602312425,199
math1k_Qwen2.5-3B,T0.7,4,L4,0.44256979062402396,0.0062555569137470015,203
math1k_Qwen2.5-3B,T0.7,4,L5,0.14451215486973523,0.0032209802901257004,200
math1k_Qwen2.5-3B,T0.7,4,Lr,,,0
math1k_Qwen2.5-3B,T0.7,4,overall,0.5885086831119066,0.00387731499318645,1000
math1k_Qwen2.5-3B,T0.7,4,overall_md_compat,0.5885086831119066,0.00387731499318645,1000
math1k_Qwen2.5-3B,T0.8,4,L1,0.9576737877961179,0.0016497120273975946,199
math1k_Qwen2.5-3B,T0.8,4,L2,0.7588916839407741,0.004573934227339158,199
math1k_Qwen2.5-3B,T0.8,4,L3,0.593896570835431,0.004762988170527562,199
math1k_Qwen2.5-3B,T0.8,4,L4,0.42795395835842603,0.005126234311019491,203
math1k_Qwen2.5-3B,T0.8,4,L5,0.14481944664885912,0.003630112514929677,200
math1k_Qwen2.5-3B,T0.8,4,Lr,,,0
math1k_Qwen2.5-3B,T0.8,4,overall,0.5756204893484246,0.004146010305236477,1000
math1k_Qwen2.5-3B,T0.8,4,overall_md_compat,0.5756204893484246,0.004146010305236477,1000
math1k_Qwen2.5-3B,T0.9,4,L1,0.9520135423795661,0.0017794328040983817,199
math1k_Qwen2.5-3B,T0.9,4,L2,0.7334223234327121,0.004394794390024657,199
math1k_Qwen2.5-3B,T0.9,4,L3,0.5671255619115378,0.002363768280487531,199
math1k_Qwen2.5-3B,T0.9,4,L4,0.4074678472170609,0.002860187751189358,203
math1k_Qwen2.5-3B,T0.9,4,L5,0.14499305807248067,0.003378834899327566,200
math1k_Qwen2.5-3B,T0.9,4,Lr,,,0
math1k_Qwen2.5-3B,T0.9,4,overall,0.5599743087165989,0.0030869910489240916,1000
math1k_Qwen2.5-3B,T0.9,4,overall_md_compat,0.5599743087165989,0.0030869910489240916,1000
math1k_Qwen2.5-3B,T1.0,4,L1,0.9430538120506397,0.0011104404387923161,199
