model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source
Qwen2.5-3B,aime2024,L5,15,64,1.1,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,64,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.2,0.044,0.063,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.3,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.4,0.056,0.06,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.5,0.056,0.06,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.6,0.056,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.7,0.111,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.8,0.067,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,128,0.9,0.067,0.038,markdown
Qwen2.5-3B,aime2024,L5,15,128,1.0,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,128,1.1,0.044,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,128,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.2,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.3,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.4,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.5,0.056,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.6,0.044,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.7,0.078,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.8,0.056,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,256,0.9,0.078,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,256,1.0,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,256,1.1,0.011,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,256,1.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.1,0.9,0.1,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.2,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.3,0.9,0.1,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.4,0.833,0.137,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.5,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.6,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.7,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.8,0.867,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,0.9,0.9,0.1,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,1.0,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,1.1,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,1,1.2,0.867,0.149,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.1,0.9,0.1,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.2,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.3,0.9,0.1,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.4,0.833,0.137,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.5,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.6,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.7,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.8,0.867,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,0.9,0.9,0.1,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,1.0,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,1.1,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,2,1.2,0.867,0.149,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.2,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.4,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.8,0.933,0.094,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,0.9,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,1.0,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,4,1.2,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.2,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.4,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,0.9,0.967,0.075,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,8,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,16,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,32,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,64,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,128,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L1,5,256,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.2,0.667,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.3,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.4,0.583,0.449,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.5,0.583,0.449,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.6,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.7,0.667,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.8,0.417,0.344,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,0.9,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,1.0,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,1.1,0.583,0.344,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,1,1.2,0.333,0.373,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.2,0.667,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.3,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.4,0.583,0.449,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.5,0.583,0.449,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.6,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.7,0.667,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.8,0.417,0.344,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,0.9,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,1.0,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,1.1,0.583,0.344,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,2,1.2,0.333,0.373,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.2,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.4,0.583,0.449,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.5,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.6,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.7,0.667,0.373,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.8,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,0.9,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,1.1,0.667,0.373,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,4,1.2,0.667,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.2,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.4,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.5,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.6,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.7,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.8,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,1.0,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,1.1,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,8,1.2,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.1,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.2,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.6,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.8,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,0.9,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,1.0,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,1.1,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,16,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.2,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.6,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,1.0,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,1.1,0.833,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,32,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.8,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,0.9,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,64,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,128,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L2,2,256,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.1,0.458,0.336,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.2,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.3,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.4,0.375,0.191,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.5,0.417,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.6,0.5,0.204,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.7,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.8,0.417,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,0.9,0.667,0.312,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,1.0,0.542,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,1.1,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,1,1.2,0.625,0.191,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.1,0.458,0.336,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.2,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.3,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.4,0.375,0.191,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.5,0.417,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.6,0.5,0.204,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.7,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.8,0.417,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,0.9,0.667,0.312,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,1.0,0.542,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,1.1,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,2,1.2,0.625,0.191,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.1,0.792,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.2,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.3,0.75,0.204,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.4,0.583,0.236,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.5,0.458,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.6,0.75,0.25,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.7,0.792,0.267,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.8,0.667,0.312,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,0.9,0.792,0.224,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,1.0,0.708,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,1.1,0.792,0.093,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,4,1.2,0.833,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.1,0.792,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.2,0.833,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.3,0.792,0.093,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.4,0.625,0.315,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.5,0.542,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.6,0.875,0.191,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.7,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.8,0.833,0.276,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,0.9,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,1.0,0.833,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,1.1,0.792,0.093,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,8,1.2,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.1,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.2,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.3,0.833,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.4,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.5,0.667,0.276,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.6,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.7,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.8,0.833,0.186,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,0.9,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,1.0,0.792,0.172,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,1.1,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,16,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.3,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.4,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.6,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.8,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,1.0,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2024,L3,4,32,1.1,0.875,0.125,markdown
