combo,baseline,N,stratum,mean,std6,n_pids
math1k_Qwen2.5-3B,T1.1,1,L2,0.4858040200215663,0.005613765651119315,199
math1k_Qwen2.5-3B,T1.1,1,L3,0.3499790620420697,0.001969464999508471,199
math1k_Qwen2.5-3B,T1.1,1,L4,0.2551313631851318,0.0047707436838243964,203
math1k_Qwen2.5-3B,T1.1,1,L5,0.1051041671819985,0.003085669142657765,200
math1k_Qwen2.5-3B,T1.1,1,overall,0.4041000006726633,0.004080475949072775,1000
math1k_Qwen2.5-3B,T1.2,1,L1,0.7862646587246052,0.0041663617218404975,199
math1k_Qwen2.5-3B,T1.2,1,L2,0.4095268006868648,0.0035152693098524494,199
math1k_Qwen2.5-3B,T1.2,1,L3,0.28919598024176246,0.0031007509366420515,199
math1k_Qwen2.5-3B,T1.2,1,L4,0.21559934326935382,0.0027698868372423692,203
math1k_Qwen2.5-3B,T1.2,1,L5,0.08908333395297328,0.005443268035699615,200
math1k_Qwen2.5-3B,T1.2,1,overall,0.3570958339652668,0.003912805056774844,1000
math1k_Qwen2.5-3B,random_T,1,L1,0.9010050271324177,0.004128561540095776,199
math1k_Qwen2.5-3B,random_T,1,L2,0.5931113892651383,0.006659672848038673,199
math1k_Qwen2.5-3B,random_T,1,L3,0.4492043549322853,0.006725819982558354,199
math1k_Qwen2.5-3B,random_T,1,L4,0.31954023003737225,0.002411614139079126,203
math1k_Qwen2.5-3B,random_T,1,L5,0.10437500056345017,0.0017712988129859836,200
math1k_Qwen2.5-3B,random_T,1,overall,0.472462500304915,0.00479875761352283,1000
math1k_Qwen2.5-3B,equal_mix,1,L1,0.9773869346733665,0.0009987239655453901,199
math1k_Qwen2.5-3B,equal_mix,1,L2,0.6970268006700168,0.005434730091834922,199
math1k_Qwen2.5-3B,equal_mix,1,L3,0.49711055276381905,0.004489690330035613,199
math1k_Qwen2.5-3B,equal_mix,1,L4,0.29285714285714287,0.003878821612813715,203
math1k_Qwen2.5-3B,equal_mix,1,L5,0.056979166666666685,0.0017913274872749234,200
math1k_Qwen2.5-3B,equal_mix,1,overall,0.5029791666666665,0.003712610801508115,1000
math1k_Qwen2.5-3B,T0.1,2,L1,0.9775544394999494,0.0007310938196922481,199
math1k_Qwen2.5-3B,T0.1,2,L2,0.7075376878531534,0.005083362670944227,199
math1k_Qwen2.5-3B,T0.1,2,L3,0.5081030149106405,0.0051518260262503135,199
math1k_Qwen2.5-3B,T0.1,2,L4,0.30668103384780765,0.004266979467726741,203
math1k_Qwen2.5-3B,T0.1,2,L5,0.06191666677904625,0.0016396772755923497,200
math1k_Qwen2.5-3B,T0.1,2,overall,0.5110854165373991,0.0038424098101828134,1000
math1k_Qwen2.5-3B,T0.2,2,L1,0.9611180914906002,0.0022707083199867274,199
math1k_Qwen2.5-3B,T0.2,2,L2,0.6905674205303591,0.002858534782760091,199
