model,dataset,baseline,stratum,N,mean,std6,n_pids
Phi-4-mini-instruct,aime,T0.2,L3,1,,,0
Phi-4-mini-instruct,aime,T0.2,L3,2,,,0
Phi-4-mini-instruct,aime,T0.2,L3,4,,,0
Phi-4-mini-instruct,aime,T0.2,L3,8,,,0
Phi-4-mini-instruct,aime,T0.2,L3,16,,,0
Phi-4-mini-instruct,aime,T0.2,L3,32,,,0
Phi-4-mini-instruct,aime,T0.2,L3,64,,,0
Phi-4-mini-instruct,aime,T0.2,L3,128,,,0
Phi-4-mini-instruct,aime,T0.2,L3,256,,,0
Phi-4-mini-instruct,aime,T0.2,L3,512,,,0
Phi-4-mini-instruct,aime,T0.2,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.2,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.2,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.3,L3,1,,,0
Phi-4-mini-instruct,aime,T0.3,L3,2,,,0
Phi-4-mini-instruct,aime,T0.3,L3,4,,,0
Phi-4-mini-instruct,aime,T0.3,L3,8,,,0
Phi-4-mini-instruct,aime,T0.3,L3,16,,,0
Phi-4-mini-instruct,aime,T0.3,L3,32,,,0
Phi-4-mini-instruct,aime,T0.3,L3,64,,,0
Phi-4-mini-instruct,aime,T0.3,L3,128,,,0
Phi-4-mini-instruct,aime,T0.3,L3,256,,,0
Phi-4-mini-instruct,aime,T0.3,L3,512,,,0
Phi-4-mini-instruct,aime,T0.3,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.3,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.3,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.4,L3,1,,,0
Phi-4-mini-instruct,aime,T0.4,L3,2,,,0
Phi-4-mini-instruct,aime,T0.4,L3,4,,,0
Phi-4-mini-instruct,aime,T0.4,L3,8,,,0
Phi-4-mini-instruct,aime,T0.4,L3,16,,,0
Phi-4-mini-instruct,aime,T0.4,L3,32,,,0
Phi-4-mini-instruct,aime,T0.4,L3,64,,,0
Phi-4-mini-instruct,aime,T0.4,L3,128,,,0
Phi-4-mini-instruct,aime,T0.4,L3,256,,,0
Phi-4-mini-instruct,aime,T0.4,L3,512,,,0
Phi-4-mini-instruct,aime,T0.4,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.4,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.4,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.5,L3,1,,,0
Phi-4-mini-instruct,aime,T0.5,L3,2,,,0
Phi-4-mini-instruct,aime,T0.5,L3,4,,,0
Phi-4-mini-instruct,aime,T0.5,L3,8,,,0
Phi-4-mini-instruct,aime,T0.5,L3,16,,,0
Phi-4-mini-instruct,aime,T0.5,L3,32,,,0
Phi-4-mini-instruct,aime,T0.5,L3,64,,,0
Phi-4-mini-instruct,aime,T0.5,L3,128,,,0
Phi-4-mini-instruct,aime,T0.5,L3,256,,,0
Phi-4-mini-instruct,aime,T0.5,L3,512,,,0
Phi-4-mini-instruct,aime,T0.5,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.5,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.5,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.6,L3,1,,,0
Phi-4-mini-instruct,aime,T0.6,L3,2,,,0
Phi-4-mini-instruct,aime,T0.6,L3,4,,,0
Phi-4-mini-instruct,aime,T0.6,L3,8,,,0
Phi-4-mini-instruct,aime,T0.6,L3,16,,,0
Phi-4-mini-instruct,aime,T0.6,L3,32,,,0
Phi-4-mini-instruct,aime,T0.6,L3,64,,,0
Phi-4-mini-instruct,aime,T0.6,L3,128,,,0
Phi-4-mini-instruct,aime,T0.6,L3,256,,,0
Phi-4-mini-instruct,aime,T0.6,L3,512,,,0
Phi-4-mini-instruct,aime,T0.6,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.6,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.6,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.7,L3,1,,,0
Phi-4-mini-instruct,aime,T0.7,L3,2,,,0
Phi-4-mini-instruct,aime,T0.7,L3,4,,,0
Phi-4-mini-instruct,aime,T0.7,L3,8,,,0
Phi-4-mini-instruct,aime,T0.7,L3,16,,,0
Phi-4-mini-instruct,aime,T0.7,L3,32,,,0
Phi-4-mini-instruct,aime,T0.7,L3,64,,,0
Phi-4-mini-instruct,aime,T0.7,L3,128,,,0
Phi-4-mini-instruct,aime,T0.7,L3,256,,,0
Phi-4-mini-instruct,aime,T0.7,L3,512,,,0
Phi-4-mini-instruct,aime,T0.7,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.7,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.7,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.8,L3,1,,,0
Phi-4-mini-instruct,aime,T0.8,L3,2,,,0
Phi-4-mini-instruct,aime,T0.8,L3,4,,,0
Phi-4-mini-instruct,aime,T0.8,L3,8,,,0
Phi-4-mini-instruct,aime,T0.8,L3,16,,,0
Phi-4-mini-instruct,aime,T0.8,L3,32,,,0
Phi-4-mini-instruct,aime,T0.8,L3,64,,,0
Phi-4-mini-instruct,aime,T0.8,L3,128,,,0
Phi-4-mini-instruct,aime,T0.8,L3,256,,,0
Phi-4-mini-instruct,aime,T0.8,L3,512,,,0
Phi-4-mini-instruct,aime,T0.8,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.8,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.8,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.9,L3,1,,,0
Phi-4-mini-instruct,aime,T0.9,L3,2,,,0
Phi-4-mini-instruct,aime,T0.9,L3,4,,,0
Phi-4-mini-instruct,aime,T0.9,L3,8,,,0
Phi-4-mini-instruct,aime,T0.9,L3,16,,,0
Phi-4-mini-instruct,aime,T0.9,L3,32,,,0
Phi-4-mini-instruct,aime,T0.9,L3,64,,,0
Phi-4-mini-instruct,aime,T0.9,L3,128,,,0
Phi-4-mini-instruct,aime,T0.9,L3,256,,,0
Phi-4-mini-instruct,aime,T0.9,L3,512,,,0
Phi-4-mini-instruct,aime,T0.9,L3,1024,,,0
Phi-4-mini-instruct,aime,T0.9,L3,1536,,,0
Phi-4-mini-instruct,aime,T0.9,L3,2048,,,0
Phi-4-mini-instruct,aime,T1.0,L3,1,,,0
Phi-4-mini-instruct,aime,T1.0,L3,2,,,0
Phi-4-mini-instruct,aime,T1.0,L3,4,,,0
Phi-4-mini-instruct,aime,T1.0,L3,8,,,0
Phi-4-mini-instruct,aime,T1.0,L3,16,,,0
Phi-4-mini-instruct,aime,T1.0,L3,32,,,0
Phi-4-mini-instruct,aime,T1.0,L3,64,,,0
Phi-4-mini-instruct,aime,T1.0,L3,128,,,0
Phi-4-mini-instruct,aime,T1.0,L3,256,,,0
Phi-4-mini-instruct,aime,T1.0,L3,512,,,0
Phi-4-mini-instruct,aime,T1.0,L3,1024,,,0
Phi-4-mini-instruct,aime,T1.0,L3,1536,,,0
Phi-4-mini-instruct,aime,T1.0,L3,2048,,,0
Phi-4-mini-instruct,aime,T1.1,L3,1,,,0
Phi-4-mini-instruct,aime,T1.1,L3,2,,,0
Phi-4-mini-instruct,aime,T1.1,L3,4,,,0
Phi-4-mini-instruct,aime,T1.1,L3,8,,,0
Phi-4-mini-instruct,aime,T1.1,L3,16,,,0
Phi-4-mini-instruct,aime,T1.1,L3,32,,,0
Phi-4-mini-instruct,aime,T1.1,L3,64,,,0
Phi-4-mini-instruct,aime,T1.1,L3,128,,,0
Phi-4-mini-instruct,aime,T1.1,L3,256,,,0
Phi-4-mini-instruct,aime,T1.1,L3,512,,,0
Phi-4-mini-instruct,aime,T1.1,L3,1024,,,0
Phi-4-mini-instruct,aime,T1.1,L3,1536,,,0
Phi-4-mini-instruct,aime,T1.1,L3,2048,,,0
Phi-4-mini-instruct,aime,T1.2,L3,1,,,0
Phi-4-mini-instruct,aime,T1.2,L3,2,,,0
Phi-4-mini-instruct,aime,T1.2,L3,4,,,0
Phi-4-mini-instruct,aime,T1.2,L3,8,,,0
Phi-4-mini-instruct,aime,T1.2,L3,16,,,0
Phi-4-mini-instruct,aime,T1.2,L3,32,,,0
Phi-4-mini-instruct,aime,T1.2,L3,64,,,0
Phi-4-mini-instruct,aime,T1.2,L3,128,,,0
Phi-4-mini-instruct,aime,T1.2,L3,256,,,0
Phi-4-mini-instruct,aime,T1.2,L3,512,,,0
Phi-4-mini-instruct,aime,T1.2,L3,1024,,,0
Phi-4-mini-instruct,aime,T1.2,L3,1536,,,0
Phi-4-mini-instruct,aime,T1.2,L3,2048,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,1,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,2,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,4,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,8,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,16,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,32,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,64,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,128,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,256,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,512,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,1024,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,1536,,,0
Phi-4-mini-instruct,aime,consensus_vote,L3,2048,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,1,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,2,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,4,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,8,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,16,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,32,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,64,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,128,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,256,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,512,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,1024,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,1536,,,0
Phi-4-mini-instruct,aime,equal_mix,L3,2048,,,0
Phi-4-mini-instruct,aime,random_T,L3,1,,,0
Phi-4-mini-instruct,aime,random_T,L3,2,,,0
Phi-4-mini-instruct,aime,random_T,L3,4,,,0
Phi-4-mini-instruct,aime,random_T,L3,8,,,0
Phi-4-mini-instruct,aime,random_T,L3,16,,,0
Phi-4-mini-instruct,aime,random_T,L3,32,,,0
Phi-4-mini-instruct,aime,random_T,L3,64,,,0
Phi-4-mini-instruct,aime,random_T,L3,128,,,0
Phi-4-mini-instruct,aime,random_T,L3,256,,,0
Phi-4-mini-instruct,aime,random_T,L3,512,,,0
Phi-4-mini-instruct,aime,random_T,L3,1024,,,0
Phi-4-mini-instruct,aime,random_T,L3,1536,,,0
Phi-4-mini-instruct,aime,random_T,L3,2048,,,0
Phi-4-mini-instruct,aime,T0.1,L4,1,,,0
Phi-4-mini-instruct,aime,T0.1,L4,2,,,0
Phi-4-mini-instruct,aime,T0.1,L4,4,,,0
Phi-4-mini-instruct,aime,T0.1,L4,8,,,0
Phi-4-mini-instruct,aime,T0.1,L4,16,,,0
Phi-4-mini-instruct,aime,T0.1,L4,32,,,0
Phi-4-mini-instruct,aime,T0.1,L4,64,,,0
Phi-4-mini-instruct,aime,T0.1,L4,128,,,0
Phi-4-mini-instruct,aime,T0.1,L4,256,,,0
Phi-4-mini-instruct,aime,T0.1,L4,512,,,0
Phi-4-mini-instruct,aime,T0.1,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.1,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.1,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.2,L4,1,,,0
Phi-4-mini-instruct,aime,T0.2,L4,2,,,0
Phi-4-mini-instruct,aime,T0.2,L4,4,,,0
Phi-4-mini-instruct,aime,T0.2,L4,8,,,0
Phi-4-mini-instruct,aime,T0.2,L4,16,,,0
Phi-4-mini-instruct,aime,T0.2,L4,32,,,0
Phi-4-mini-instruct,aime,T0.2,L4,64,,,0
Phi-4-mini-instruct,aime,T0.2,L4,128,,,0
Phi-4-mini-instruct,aime,T0.2,L4,256,,,0
Phi-4-mini-instruct,aime,T0.2,L4,512,,,0
Phi-4-mini-instruct,aime,T0.2,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.2,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.2,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.3,L4,1,,,0
Phi-4-mini-instruct,aime,T0.3,L4,2,,,0
Phi-4-mini-instruct,aime,T0.3,L4,4,,,0
Phi-4-mini-instruct,aime,T0.3,L4,8,,,0
Phi-4-mini-instruct,aime,T0.3,L4,16,,,0
Phi-4-mini-instruct,aime,T0.3,L4,32,,,0
Phi-4-mini-instruct,aime,T0.3,L4,64,,,0
Phi-4-mini-instruct,aime,T0.3,L4,128,,,0
Phi-4-mini-instruct,aime,T0.3,L4,256,,,0
Phi-4-mini-instruct,aime,T0.3,L4,512,,,0
Phi-4-mini-instruct,aime,T0.3,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.3,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.3,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.4,L4,1,,,0
Phi-4-mini-instruct,aime,T0.4,L4,2,,,0
Phi-4-mini-instruct,aime,T0.4,L4,4,,,0
Phi-4-mini-instruct,aime,T0.4,L4,8,,,0
Phi-4-mini-instruct,aime,T0.4,L4,16,,,0
Phi-4-mini-instruct,aime,T0.4,L4,32,,,0
Phi-4-mini-instruct,aime,T0.4,L4,64,,,0
Phi-4-mini-instruct,aime,T0.4,L4,128,,,0
Phi-4-mini-instruct,aime,T0.4,L4,256,,,0
Phi-4-mini-instruct,aime,T0.4,L4,512,,,0
Phi-4-mini-instruct,aime,T0.4,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.4,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.4,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.5,L4,1,,,0
Phi-4-mini-instruct,aime,T0.5,L4,2,,,0
Phi-4-mini-instruct,aime,T0.5,L4,4,,,0
Phi-4-mini-instruct,aime,T0.5,L4,8,,,0
Phi-4-mini-instruct,aime,T0.5,L4,16,,,0
Phi-4-mini-instruct,aime,T0.5,L4,32,,,0
Phi-4-mini-instruct,aime,T0.5,L4,64,,,0
Phi-4-mini-instruct,aime,T0.5,L4,128,,,0
Phi-4-mini-instruct,aime,T0.5,L4,256,,,0
Phi-4-mini-instruct,aime,T0.5,L4,512,,,0
Phi-4-mini-instruct,aime,T0.5,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.5,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.5,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.6,L4,1,,,0
Phi-4-mini-instruct,aime,T0.6,L4,2,,,0
Phi-4-mini-instruct,aime,T0.6,L4,4,,,0
Phi-4-mini-instruct,aime,T0.6,L4,8,,,0
Phi-4-mini-instruct,aime,T0.6,L4,16,,,0
Phi-4-mini-instruct,aime,T0.6,L4,32,,,0
Phi-4-mini-instruct,aime,T0.6,L4,64,,,0
Phi-4-mini-instruct,aime,T0.6,L4,128,,,0
Phi-4-mini-instruct,aime,T0.6,L4,256,,,0
Phi-4-mini-instruct,aime,T0.6,L4,512,,,0
Phi-4-mini-instruct,aime,T0.6,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.6,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.6,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.7,L4,1,,,0
Phi-4-mini-instruct,aime,T0.7,L4,2,,,0
Phi-4-mini-instruct,aime,T0.7,L4,4,,,0
Phi-4-mini-instruct,aime,T0.7,L4,8,,,0
Phi-4-mini-instruct,aime,T0.7,L4,16,,,0
Phi-4-mini-instruct,aime,T0.7,L4,32,,,0
Phi-4-mini-instruct,aime,T0.7,L4,64,,,0
Phi-4-mini-instruct,aime,T0.7,L4,128,,,0
Phi-4-mini-instruct,aime,T0.7,L4,256,,,0
Phi-4-mini-instruct,aime,T0.7,L4,512,,,0
Phi-4-mini-instruct,aime,T0.7,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.7,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.7,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.8,L4,1,,,0
Phi-4-mini-instruct,aime,T0.8,L4,2,,,0
Phi-4-mini-instruct,aime,T0.8,L4,4,,,0
Phi-4-mini-instruct,aime,T0.8,L4,8,,,0
Phi-4-mini-instruct,aime,T0.8,L4,16,,,0
Phi-4-mini-instruct,aime,T0.8,L4,32,,,0
Phi-4-mini-instruct,aime,T0.8,L4,64,,,0
Phi-4-mini-instruct,aime,T0.8,L4,128,,,0
Phi-4-mini-instruct,aime,T0.8,L4,256,,,0
Phi-4-mini-instruct,aime,T0.8,L4,512,,,0
Phi-4-mini-instruct,aime,T0.8,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.8,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.8,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.9,L4,1,,,0
Phi-4-mini-instruct,aime,T0.9,L4,2,,,0
Phi-4-mini-instruct,aime,T0.9,L4,4,,,0
Phi-4-mini-instruct,aime,T0.9,L4,8,,,0
Phi-4-mini-instruct,aime,T0.9,L4,16,,,0
Phi-4-mini-instruct,aime,T0.9,L4,32,,,0
Phi-4-mini-instruct,aime,T0.9,L4,64,,,0
Phi-4-mini-instruct,aime,T0.9,L4,128,,,0
Phi-4-mini-instruct,aime,T0.9,L4,256,,,0
Phi-4-mini-instruct,aime,T0.9,L4,512,,,0
Phi-4-mini-instruct,aime,T0.9,L4,1024,,,0
Phi-4-mini-instruct,aime,T0.9,L4,1536,,,0
Phi-4-mini-instruct,aime,T0.9,L4,2048,,,0
Phi-4-mini-instruct,aime,T1.0,L4,1,,,0
Phi-4-mini-instruct,aime,T1.0,L4,2,,,0
Phi-4-mini-instruct,aime,T1.0,L4,4,,,0
Phi-4-mini-instruct,aime,T1.0,L4,8,,,0
Phi-4-mini-instruct,aime,T1.0,L4,16,,,0
Phi-4-mini-instruct,aime,T1.0,L4,32,,,0
Phi-4-mini-instruct,aime,T1.0,L4,64,,,0
Phi-4-mini-instruct,aime,T1.0,L4,128,,,0
Phi-4-mini-instruct,aime,T1.0,L4,256,,,0
Phi-4-mini-instruct,aime,T1.0,L4,512,,,0
Phi-4-mini-instruct,aime,T1.0,L4,1024,,,0
Phi-4-mini-instruct,aime,T1.0,L4,1536,,,0
Phi-4-mini-instruct,aime,T1.0,L4,2048,,,0
Phi-4-mini-instruct,aime,T1.1,L4,1,,,0
Phi-4-mini-instruct,aime,T1.1,L4,2,,,0
Phi-4-mini-instruct,aime,T1.1,L4,4,,,0
Phi-4-mini-instruct,aime,T1.1,L4,8,,,0
Phi-4-mini-instruct,aime,T1.1,L4,16,,,0
Phi-4-mini-instruct,aime,T1.1,L4,32,,,0
Phi-4-mini-instruct,aime,T1.1,L4,64,,,0
Phi-4-mini-instruct,aime,T1.1,L4,128,,,0
Phi-4-mini-instruct,aime,T1.1,L4,256,,,0
Phi-4-mini-instruct,aime,T1.1,L4,512,,,0
Phi-4-mini-instruct,aime,T1.1,L4,1024,,,0
Phi-4-mini-instruct,aime,T1.1,L4,1536,,,0
Phi-4-mini-instruct,aime,T1.1,L4,2048,,,0
Phi-4-mini-instruct,aime,T1.2,L4,1,,,0
Phi-4-mini-instruct,aime,T1.2,L4,2,,,0
Phi-4-mini-instruct,aime,T1.2,L4,4,,,0
Phi-4-mini-instruct,aime,T1.2,L4,8,,,0
Phi-4-mini-instruct,aime,T1.2,L4,16,,,0
Phi-4-mini-instruct,aime,T1.2,L4,32,,,0
Phi-4-mini-instruct,aime,T1.2,L4,64,,,0
Phi-4-mini-instruct,aime,T1.2,L4,128,,,0
Phi-4-mini-instruct,aime,T1.2,L4,256,,,0
Phi-4-mini-instruct,aime,T1.2,L4,512,,,0
Phi-4-mini-instruct,aime,T1.2,L4,1024,,,0
Phi-4-mini-instruct,aime,T1.2,L4,1536,,,0
Phi-4-mini-instruct,aime,T1.2,L4,2048,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,1,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,2,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,4,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,8,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,16,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,32,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,64,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,128,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,256,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,512,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,1024,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,1536,,,0
Phi-4-mini-instruct,aime,consensus_vote,L4,2048,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,1,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,2,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,4,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,8,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,16,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,32,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,64,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,128,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,256,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,512,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,1024,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,1536,,,0
Phi-4-mini-instruct,aime,equal_mix,L4,2048,,,0
Phi-4-mini-instruct,aime,random_T,L4,1,,,0
Phi-4-mini-instruct,aime,random_T,L4,2,,,0
Phi-4-mini-instruct,aime,random_T,L4,4,,,0
Phi-4-mini-instruct,aime,random_T,L4,8,,,0
Phi-4-mini-instruct,aime,random_T,L4,16,,,0
Phi-4-mini-instruct,aime,random_T,L4,32,,,0
Phi-4-mini-instruct,aime,random_T,L4,64,,,0
Phi-4-mini-instruct,aime,random_T,L4,128,,,0
Phi-4-mini-instruct,aime,random_T,L4,256,,,0
Phi-4-mini-instruct,aime,random_T,L4,512,,,0
Phi-4-mini-instruct,aime,random_T,L4,1024,,,0
Phi-4-mini-instruct,aime,random_T,L4,1536,,,0
Phi-4-mini-instruct,aime,random_T,L4,2048,,,0
Phi-4-mini-instruct,aime,T0.1,L5,1,0.02666666700194275,0.006807954362638042,55
Phi-4-mini-instruct,aime,T0.1,L5,2,0.029204545638552157,0.0048707518781939884,55
Phi-4-mini-instruct,aime,T0.1,L5,4,0.02634469787025762,0.005109921927368065,55
Phi-4-mini-instruct,aime,T0.1,L5,8,0.022470960065468396,0.004775666399603287,55
Phi-4-mini-instruct,aime,T0.1,L5,16,0.018106446087106338,0.003368124050148261,55
Phi-4-mini-instruct,aime,T0.1,L5,32,0.01513903490408799,0.006099189933600086,55
Phi-4-mini-instruct,aime,T0.1,L5,64,0.008721681063373827,0.0036471148018602977,55
Phi-4-mini-instruct,aime,T0.1,L5,128,0.004289141421516696,0.0022628691038855597,55
Phi-4-mini-instruct,aime,T0.1,L5,256,0.002348484886302144,0.001648130606415189,55
Phi-4-mini-instruct,aime,T0.1,L5,512,0.0006060606235581672,0.0009808984607087808,55
Phi-4-mini-instruct,aime,T0.1,L5,1024,0.00041666667569766183,0.0006549210541894678,55
Phi-4-mini-instruct,aime,T0.1,L5,1536,0.0,0.0,55
Phi-4-mini-instruct,aime,T0.1,L5,2048,0.0,0.0,55
Phi-4-mini-instruct,aime,T0.2,L5,1,0.0302272731381835,0.006726146487640261,55
Phi-4-mini-instruct,aime,T0.2,L5,2,0.03280303057170272,0.005375334625291355,55
Phi-4-mini-instruct,aime,T0.2,L5,4,0.03430555619609848,0.006049954066786248,55
Phi-4-mini-instruct,aime,T0.2,L5,8,0.03481520615080648,0.005927255490764983,55
Phi-4-mini-instruct,aime,T0.2,L5,16,0.03109940342590999,0.0073905281375538584,55
Phi-4-mini-instruct,aime,T0.2,L5,32,0.029922979793539486,0.0074242692932240725,55
Phi-4-mini-instruct,aime,T0.2,L5,64,0.03147095956585618,0.00632709341817,55
Phi-4-mini-instruct,aime,T0.2,L5,128,0.029791667089430634,0.005959875028954424,55
Phi-4-mini-instruct,aime,T0.2,L5,256,0.025934343200854214,0.005846082894058075,55
Phi-4-mini-instruct,aime,T0.2,L5,512,0.025454545704026978,0.0034164582224177624,55
Phi-4-mini-instruct,aime,T0.2,L5,1024,0.022916666962996546,0.003712814542808153,55
Phi-4-mini-instruct,aime,T0.2,L5,1536,0.022121212179913637,0.003933570723822998,55
Phi-4-mini-instruct,aime,T0.2,L5,2048,0.020492424381275947,0.0015860312823908842,55
Phi-4-mini-instruct,aime,T0.3,L5,1,0.03325757616848652,0.008109779131878945,55
Phi-4-mini-instruct,aime,T0.3,L5,2,0.0371969698646077,0.006203130003888484,55
Phi-4-mini-instruct,aime,T0.3,L5,4,0.035972223512715444,0.006912580144131703,55
Phi-4-mini-instruct,aime,T0.3,L5,8,0.0401084956049806,0.006427430846719253,55
Phi-4-mini-instruct,aime,T0.3,L5,16,0.03542974781541317,0.0063821540147468644,55
Phi-4-mini-instruct,aime,T0.3,L5,32,0.03085016881567282,0.004057895563699588,55
Phi-4-mini-instruct,aime,T0.3,L5,64,0.026866883194694883,0.008570206172412704,55
Phi-4-mini-instruct,aime,T0.3,L5,128,0.027481060640209068,0.0048958493800790055,55
Phi-4-mini-instruct,aime,T0.3,L5,256,0.02246212132952429,0.0051722625321437765,55
Phi-4-mini-instruct,aime,T0.3,L5,512,0.019734848335836865,0.005903526017587578,55
Phi-4-mini-instruct,aime,T0.3,L5,1024,0.016742424232264314,0.004122721860659435,55
Phi-4-mini-instruct,aime,T0.3,L5,1536,0.014280302873389265,0.003460273986714595,55
Phi-4-mini-instruct,aime,T0.3,L5,2048,0.0139393938705325,0.0048358023563360875,55
Phi-4-mini-instruct,aime,T0.4,L5,1,0.03590909110551527,0.0062762656040598495,55
Phi-4-mini-instruct,aime,T0.4,L5,2,0.03909090931781308,0.006972496201416255,55
Phi-4-mini-instruct,aime,T0.4,L5,4,0.04062500115991988,0.006335498289378649,55
Phi-4-mini-instruct,aime,T0.4,L5,8,0.038832070590984605,0.006805530159327462,55
Phi-4-mini-instruct,aime,T0.4,L5,16,0.03950619605708522,0.006163711438430475,55
Phi-4-mini-instruct,aime,T0.4,L5,32,0.03949404761166954,0.007181450183986103,55
Phi-4-mini-instruct,aime,T0.4,L5,64,0.03618686892882436,0.006382386465945748,55
Phi-4-mini-instruct,aime,T0.4,L5,128,0.03433080827817319,0.0043964210945168,55
Phi-4-mini-instruct,aime,T0.4,L5,256,0.03284090900737226,0.0035753711416443372,55
Phi-4-mini-instruct,aime,T0.4,L5,512,0.03193181825971058,0.0038330944937277575,55
Phi-4-mini-instruct,aime,T0.4,L5,1024,0.02859848491621738,0.0038576158458495306,55
Phi-4-mini-instruct,aime,T0.4,L5,1536,0.028333333383003846,0.0036041422991227264,55
Phi-4-mini-instruct,aime,T0.4,L5,2048,0.027803030316576792,0.00248895624914839,55
Phi-4-mini-instruct,aime,T0.5,L5,1,0.031212121648996106,0.005662122936025148,55
Phi-4-mini-instruct,aime,T0.5,L5,2,0.03787878797756445,0.004731701295103869,55
