model,dataset,stratum,N,best_t_mean,best_t_seed_std,t_star,level_n_problems,dataset_family,acc_t1p0_mean,acc_t0p1_mean,acc_random_t_mean,acc_equal_mix_mean,acc_consensus_vote_mean,acc_t1p0_std,acc_t0p1_std,acc_random_t_std,acc_equal_mix_std,acc_consensus_vote_std,acc_v1_mean,acc_v1_std,gap_vs_t1p0,gap_vs_t0p1,gap_vs_random_t,gap_vs_equal_mix,gap_vs_consensus_vote,gap_vs_v1
Phi-4-mini-instruct,aime,overall_md_compat,1024,0.0797413793103448,0.0035959747611404047,0.5,58,aime,0.0448994252873563,0.05211925288212707,0.060201149490051724,0.06681034482758617,0.07049808429118772,0.008546769149098061,0.000637758565510216,0.007355274199332119,0.001106584737182046,0.002728910988659038,0.06709770129287032,0.006655531142549602,0.03484195402298851,0.027622126428217736,0.019540229820293083,0.012931034482758633,0.009243295019157091,0.012643678017474486
Phi-4-mini-instruct,aime,overall_md_compat,1536,0.08020833340184438,0.002260432793348468,0.5,58,aime,0.04400143659427417,0.051724137931034454,0.05869252854508567,0.06788793103448272,0.07089319923371645,0.004429104261173751,0.0,0.012182937799746862,0.0009897594780810882,0.002062944466039708,0.06756465518097766,0.005554350300310968,0.036206896807570214,0.02848419547080993,0.021515804856758712,0.012320402367361663,0.009315134168127931,0.01264367822086672
Phi-4-mini-instruct,aime,overall_md_compat,2048,0.08038793110299382,0.001468050198776388,0.5,58,aime,0.04489942553892042,0.051724137931034454,0.05912356350528094,0.06821120689655168,0.07158764367816088,0.00783099406679827,0.0,0.011437217975071594,0.0010728737081923479,0.002343940474670417,0.06803160932600151,0.00784666614661929,0.035488505564073396,0.028663793171959363,0.02126436759771288,0.012176724206442141,0.008800287424832937,0.012356321776992307
Phi-4-mini-instruct,gsm8kfull,L1,1,0.9832616327692552,0.0005963979080615,0.1,1046,gsm8kfull,0.8615838126780987,0.9832616327692552,0.9045968794301296,0.9830983110261324,0.9830983110261324,0.0012100085778508,0.0005963979080615,0.0015599343719772,0.0004970897969595,0.0004970897969595,,,0.12167782009115646,0.0,0.07866475333912559,0.00016332174312272407,0.00016332174312272407,
Phi-4-mini-instruct,gsm8kfull,L1,2,0.98315009647604,0.0004994590973742,0.1,1046,gsm8kfull,0.8668897390173281,0.98315009647604,0.9078015470657668,0.9784695666029304,0.9784695666029304,0.0003703945613317,0.0004994590973742,0.0009162189530295,0.0002996322429743,0.0002996322429743,,,0.11626035745871188,0.0,0.07534854941027325,0.004680529873109629,0.004680529873109629,
Phi-4-mini-instruct,gsm8kfull,L1,4,0.996479977185822,0.0003648887549834,0.1,1046,gsm8kfull,0.9570413778313136,0.996479977185822,0.9677963042649552,0.9938947312513268,0.9938947312513268,0.0006143111430224,0.0003648887549834,0.0007059052030948,0.0001724123883495,0.0001724123883495,,,0.03943859935450844,0.0,0.02868367292086682,0.0025852459344952727,0.0025852459344952727,
Phi-4-mini-instruct,gsm8kfull,L1,8,0.9995877153463922,8.934782881921245e-05,0.1,1046,gsm8kfull,0.9787532448882283,0.9995877153463922,0.9836126681312756,0.994653408487359,0.994653408487359,0.0006065065024265,8.934782881921245e-05,0.0006969805826361,0.0003647972896392,0.0003647972896392,,,0.02083447045816389,0.0,0.015975047215116667,0.004934306859033288,0.004934306859033288,
Phi-4-mini-instruct,gsm8kfull,L1,16,0.9999800828743164,1.9514718027145408e-05,0.1,1046,gsm8kfull,0.9845045945637398,0.9999800828743164,0.9884815839178018,0.9967296048438494,0.9926366316124918,0.0002765115766101,1.9514718027145408e-05,0.000476757413429,0.0002196600115267,0.0001972943734565,,,0.015475488310576546,0.0,0.011498498956514558,0.0032504780304669634,0.007343451261824563,
Phi-4-mini-instruct,gsm8kfull,L1,32,1.0,0.0,0.1,1046,gsm8kfull,0.9858209847645044,1.0,0.9897174423773,0.9935242723603144,0.9931830252814956,0.0001444123888987,0.0,0.00055327340296,0.0001878670000871,0.0001999453839379,,,0.014179015235495585,0.0,0.010282557622700028,0.0064757276396856245,0.006816974718504398,
Phi-4-mini-instruct,gsm8kfull,L1,64,1.0,0.0,0.1,1046,gsm8kfull,0.9863361748578852,1.0,0.9902996867610208,0.9936962237093692,0.9927720681963031,9.548324753083226e-05,0.0,0.0005143803788454,6.957899917786171e-05,7.945917348736899e-05,,,0.013663825142114838,0.0,0.009700313238979241,0.006303776290630836,0.007227931803696852,
Phi-4-mini-instruct,gsm8kfull,L1,128,1.0,0.0,0.1,1046,gsm8kfull,0.9862883736933252,1.0,0.9905174474633752,0.9933257648183558,0.9927315700021244,6.380535912789587e-05,0.0,0.0003879519895467,8.025398370161372e-05,6.519531836476436e-05,0.9923000318892158,0.0001038139971254,0.013711626306674773,0.0,0.009482552536624778,0.006674235181644228,0.007268429997875581,0.007699968110784217
Phi-4-mini-instruct,gsm8kfull,L1,256,1.0,0.0,0.1,1046,gsm8kfull,0.9863886233121502,1.0,0.9907942957311888,0.9933894996813258,0.9926764659018482,5.854420595150208e-05,0.0,0.0002757039618742,4.168349573061703e-05,6.431726810446672e-05,0.99205903442478,8.131465323783046e-05,0.013611376687849841,0.0,0.009205704268811177,0.006610500318674162,0.007323534098151785,0.00794096557521995
Phi-4-mini-instruct,gsm8kfull,L1,512,1.0,0.0,0.1,1046,gsm8kfull,0.9865340185040042,1.0,0.990557281743234,0.9933038559592096,0.9925562991289568,4.3032086773248144e-05,0.0,0.0004291078881022,9.75736831893496e-06,6.164240978301162e-05,0.9921387030115058,0.0001508610344885,0.01346598149599576,0.0,0.009442718256766014,0.0066961440407904416,0.00744370087104318,0.007861296988494249
Phi-4-mini-instruct,gsm8kfull,L1,1024,1.0,0.0,0.2,1046,gsm8kfull,0.9866017367788148,1.0,0.9907325526012062,0.9933078393881452,0.9925011950286806,1.9145341031314195e-05,0.0,0.0002098287791756,0.0,9.52281157416316e-05,0.9921048438583706,4.513770635130556e-05,0.013398263221185203,0.0,0.009267447398793816,0.006692160611854847,0.007498804971319384,0.00789515614162939
Phi-4-mini-instruct,gsm8kfull,L1,1536,1.0,0.0,0.1,1046,gsm8kfull,0.9866037285008804,1.0,0.9907524696794038,0.9933078393881452,0.9924992033142128,1.30908708211678e-05,0.0,0.0003444019013789,0.0,4.878684159458595e-05,0.9920411089778308,0.0001871278858557,0.013396271499119594,0.0,0.00924753032059622,0.006692160611854847,0.007500796685787181,0.007958891022169179
Phi-4-mini-instruct,gsm8kfull,L1,2048,1.0,0.0,0.1,1046,gsm8kfull,0.9866156787762906,1.0,0.990676784589934,0.9933078393881452,0.9925390376035692,0.0,0.0,0.0002596724912655,0.0,7.076615038626371e-05,0.9920251753194278,7.658135112049296e-05,0.013384321223709361,0.0,0.009323215410065977,0.006692160611854847,0.0074609623964307925,0.007974824680572201
Phi-4-mini-instruct,gsm8kfull,L2,1,0.702283104873139,0.0080916666622949,0.5,73,gsm8kfull,0.6662100457446011,0.6998858447080334,0.670662100864872,0.7017694063926941,0.7017694063926941,0.0054479691681541,0.0060439798042863,0.0084684422734898,0.0099052952800813,0.0099052952800813,,,0.036073059128537976,0.0023972601651056635,0.03162100400826706,0.000513698480444913,0.000513698480444913,
Phi-4-mini-instruct,gsm8kfull,L2,2,0.7045947474227648,0.0052604066489187,0.5,73,gsm8kfull,0.6763127860889587,0.6984589038646384,0.6813641545707232,0.6949771689497718,0.6949771689497718,0.0029233545030793,0.0074473501393134,0.0036201340812954,0.0066102692057824,0.0066102692057824,,,0.028281961333806116,0.006135843558126464,0.023230592852041654,0.009617578472993049,0.009617578472993049,
Phi-4-mini-instruct,gsm8kfull,L2,4,0.8345319645725974,0.0032628235327314,0.5,73,gsm8kfull,0.8158200187566074,0.823720508106223,0.8108828008583148,0.8347269786910196,0.8347269786910196,0.0072269758217486,0.0031297296112053,0.0048309961593461,0.0034611552432128,0.0034611552432128,,,0.018711945815990005,0.01081145646637438,0.023649163714282606,-0.00019501411842226535,-0.00019501411842226535,
Phi-4-mini-instruct,gsm8kfull,L2,8,0.9085093233139004,0.005426081021496,0.1,73,gsm8kfull,0.8905569842450967,0.9085093233139004,0.8845232018869217,0.913459447706023,0.913459447706023,0.0026175721357063,0.005426081021496,0.00240990070074,0.0045613978949369,0.0045613978949369,,,0.01795233906880378,0.0,0.023986121426978757,-0.004950124392122612,-0.004950124392122612,
Phi-4-mini-instruct,gsm8kfull,L2,16,0.9624048730009768,0.0014256468552738,0.1,73,gsm8kfull,0.9316428851030052,0.9624048730009768,0.9236605808342973,0.9541428843226788,0.9399923896499236,0.0030198823979994,0.0014256468552738,0.0023226371219375,0.0033808276237671,0.0035686375155701,,,0.030761987897971577,0.0,0.03874429216667952,0.008261988678297971,0.02241248335105317,
Phi-4-mini-instruct,gsm8kfull,L2,32,0.987928082681682,0.0007865538248355,0.1,73,gsm8kfull,0.9544920091002704,0.987928082681682,0.9439212341695072,0.9690639269406393,0.9533105022831052,0.0029223972093072,0.0007865538248355,0.0041277420950278,0.0021949297205084,0.00248874156431,,,0.03343607358141154,0.0,0.044006848512174734,0.01886415574104272,0.034617580398576764,
Phi-4-mini-instruct,gsm8kfull,L2,64,0.9973458914451948,0.0009109197636264,0.1,73,gsm8kfull,0.968692923041239,0.9973458914451948,0.9559265602397048,0.979708904109589,0.9654109589041094,0.0015475301809005,0.0009109197636264,0.0023326290111689,0.0018936529179381,0.0008031533835314,,,0.028652968403955814,0.0,0.04141933120549002,0.017636987335605814,0.03193493254108537,
Phi-4-mini-instruct,gsm8kfull,L2,128,0.999828767286588,0.000216594153725,0.1,73,gsm8kfull,0.975285388359196,0.999828767286588,0.960017123995306,0.9834760273972604,0.978082191780822,0.0014064744372672,0.000216594153725,0.0024949523476023,0.0017183114663426,0.0016707275229657,0.9805365302025862,0.0015379218175383,0.024543378927392,0.0,0.03981164329128195,0.016352739889327617,0.021746575505765975,0.01929223708400174
Phi-4-mini-instruct,gsm8kfull,L2,256,1.0,0.0,0.1,73,gsm8kfull,0.9777397261634808,1.0,0.9628139268862058,0.9851883561643836,0.9823344748858448,0.001146109898643,0.0,0.0042477030884547,0.000763859863808,0.0009215871566737,0.981364155349802,0.0014746588991151,0.022260273836519184,0.0,0.03718607311379418,0.014811643835616395,0.0176655251141552,0.018635844650197964
Phi-4-mini-instruct,gsm8kfull,L2,512,1.0,0.0,0.1,73,gsm8kfull,0.9792808220811088,1.0,0.9646118726394218,0.9857591324200912,0.9845890410958904,0.0007424480122949,0.0,0.0019929825137848,0.000489338704323,0.0004843197131415,0.9806792240198616,0.0009087720111889,0.02071917791889122,0.0,0.03538812736057817,0.014240867579908834,0.015410958904109595,0.01932077598013837
Phi-4-mini-instruct,gsm8kfull,L2,1024,1.0,0.0,0.1,73,gsm8kfull,0.9813926941183604,1.0,0.9654965757915418,0.9862442922374428,0.985587899543379,0.0011495154898986,0.0,0.0023596614804288,0.000139811058378,0.0003323270919637,0.9809360729879169,0.0013070648935925,0.018607305881639613,0.0,0.0345034242084582,0.01375570776255719,0.014412100456621002,0.01906392701208315
Phi-4-mini-instruct,gsm8kfull,L2,1536,1.0,0.0,0.1,73,gsm8kfull,0.9815353883183708,1.0,0.9654965759956674,0.9863013698630138,0.9858732876712328,0.0003659206162304,0.0,0.0023396955892669,1.2161883888976234e-16,0.0003866982805012,0.9797945208507314,0.0014161693085449,0.01846461168162916,0.0,0.034503424004332595,0.013698630136986245,0.014126712328767166,0.020205479149268624
Phi-4-mini-instruct,gsm8kfull,L2,2048,1.0,0.0,0.1,73,gsm8kfull,0.9801655249780716,1.0,0.964811643747162,0.9863013698630138,0.9859589041095892,0.0005773029632256,0.0,0.002682952381177,1.2161883888976234e-16,0.0002165943602854,0.9811358453246624,0.0016931000273168,0.019834475021928366,0.0,0.035188356252838005,0.013698630136986245,0.014041095890410804,0.01886415467533764
Phi-4-mini-instruct,gsm8kfull,L3,1,0.6101063819377558,0.0114873905834027,0.7,47,gsm8kfull,0.5778368776465984,0.4980496447665472,0.5618794319939847,0.4920212765957446,0.4920212765957446,0.011421522928057,0.0119256526006346,0.0115936291970241,0.0061573600546757,0.0061573600546757,,,0.03226950429115738,0.11205673717120862,0.04822694994377108,0.11808510534201117,0.11808510534201117,
Phi-4-mini-instruct,gsm8kfull,L3,2,0.6151152478253589,0.0061098856048712,0.8,47,gsm8kfull,0.6031914893801965,0.502836877995349,0.571852836473878,0.5246897163120567,0.5246897163120567,0.0073087497455271,0.0135274527119608,0.0133046963460397,0.0089155928651444,0.0089155928651444,,,0.011923758445162358,0.11227836983000983,0.0432624113514809,0.09042553151330213,0.09042553151330213,
Phi-4-mini-instruct,gsm8kfull,L3,4,0.7432993512917706,0.0095076380486739,0.8,47,gsm8kfull,0.7321513027666096,0.5590277785527792,0.6855570361388068,0.634626182033097,0.634626182033097,0.0088103187148868,0.0077402119320736,0.0110533837191061,0.008460875898844,0.008460875898844,,,0.011148048525161047,0.18427157273899142,0.0577423151529638,0.10867316925867365,0.10867316925867365,
Phi-4-mini-instruct,gsm8kfull,L3,8,0.8184014084610216,0.0036870347749866,0.8,47,gsm8kfull,0.7997352066482847,0.605991430157888,0.7565457208993586,0.7658076874366767,0.7658076874366767,0.0038880848116164,0.0144733547288847,0.0062624152087928,0.0056228204733294,0.0056228204733294,,,0.018666201812736927,0.21240997830313357,0.06185568756166304,0.0525937210243449,0.0525937210243449,
Phi-4-mini-instruct,gsm8kfull,L3,16,0.8525930869505339,0.0044476477905118,0.8,47,gsm8kfull,0.8408466325676504,0.6468528363827272,0.794240544133998,0.8320626477541371,0.8134456264775415,0.0071199450634145,0.0073727221324284,0.0057206641832652,0.0050690049526541,0.0068026941824373,,,0.011746454382883575,0.20574025056780676,0.0583525428165359,0.020530439196396855,0.039147460472992446,
Phi-4-mini-instruct,gsm8kfull,L3,32,0.8700576252667299,0.0026366861196001,0.8,47,gsm8kfull,0.8609338076190746,0.6685874716557088,0.8199468115476746,0.8650487588652483,0.8460845153664303,0.0033686387088398,0.0060602682460925,0.0045598760077092,0.0037626425805107,0.0062514564136463,,,0.009123817647655352,0.20147015361102116,0.05011081371905535,0.005008866401481571,0.02397310990029966,
Phi-4-mini-instruct,gsm8kfull,L3,64,0.87893026036785,0.0033677056412863,0.8,47,gsm8kfull,0.869015957895957,0.6895833353756378,0.8231826250289455,0.8776743498817966,0.8708628841607565,0.0026729862380424,0.0041863314119936,0.0052209461048938,0.0037872011159263,0.0035097501682431,,,0.009914302471893066,0.18934692499221228,0.05574763533890459,0.0012559104860534465,0.008067376207093524,
Phi-4-mini-instruct,gsm8kfull,L3,128,0.886170212212448,0.0027690244116783,0.8,47,gsm8kfull,0.8737145391563681,0.7026152484191596,0.8342641855372076,0.888031914893617,0.8870862884160756,0.0027196229979502,0.0026617885730944,0.0041421678023682,0.0024663878977382,0.0035733292587139,0.8863918447787774,0.0011824401710062,0.012455673056079863,0.1835549637932884,0.05190602667524036,-0.0018617026811690307,-0.0009160762036276582,-0.00022163256632945494
Phi-4-mini-instruct,gsm8kfull,L3,256,0.8910017734301006,0.001082505061121,0.8,47,gsm8kfull,0.8740100469374169,0.7095744674100626,0.8375000008216776,0.8945478723404255,0.8886968085106384,0.0009782617736967,0.008024690192809,0.0046432238857993,0.002037657586104,0.0020652413466295,0.8820035465867488,0.0023226276601513,0.016991726492683656,0.18142730602003798,0.053501772608422926,-0.0035460989103249796,0.0023049649194621935,0.00899822684335172
Phi-4-mini-instruct,gsm8kfull,L3,512,0.8929521277454411,0.0005515011988209,0.8,47,gsm8kfull,0.8763741137235299,0.717686171009344,0.842508866748911,0.8965868794326242,0.8901447990543736,0.0021237771722612,0.0055983891399849,0.003999690770502,0.0021237774867767,0.0025382595443223,0.8814273056844977,0.0037401471016568,0.01657801402191117,0.17526595673609713,0.05044326099653007,-0.00363475168718308,0.002807328691067479,0.011524822060943407
Phi-4-mini-instruct,gsm8kfull,L3,1024,0.8934397162697838,0.0004343067955295,0.8,47,gsm8kfull,0.8752216313377762,0.7200797879804215,0.8383865261925979,0.8993351063829788,0.888209219858156,0.0019932025286714,0.0065595044910726,0.0041770260793893,0.0035948554232134,0.0017933238026226,0.8813386537887631,0.0038739202867862,0.018218084932007605,0.1733599282893623,0.0550531900771859,-0.005895390113194954,0.005230496411627761,0.012101062481020719
Phi-4-mini-instruct,gsm8kfull,L3,1536,0.8936170212765956,1.2161883888976234e-16,0.8,47,gsm8kfull,0.8742464541305676,0.722384752269755,0.8438829799902673,0.8996897163120567,0.8864804964539008,0.0009276795120912,0.0052317735512191,0.0059303143941397,0.0018837348724181,0.0026350822602308,0.8790336887068149,0.0040871579721929,0.019370567146028028,0.17123226900684063,0.0497340412863283,-0.006072695035461151,0.007136524822694779,0.014583332569780727
Phi-4-mini-instruct,gsm8kfull,L3,2048,0.8936170212765956,1.2161883888976234e-16,0.8,47,gsm8kfull,0.8735815603946541,0.7253546106780991,0.8397606393150615,0.9039007092198582,0.8890514184397164,0.0008686133645506,0.0100187511441536,0.0054081644589439,0.0012662107142805,0.0023271909819145,0.8789450363487217,0.0023332618731865,0.020035460881941525,0.16826241059849645,0.05385638196153408,-0.01028368794326262,0.0045656028368792345,0.014671984927873916
Phi-4-mini-instruct,gsm8kfull,L4,1,0.5711240304648414,0.0084785445039501,0.8,43,gsm8kfull,0.5604651146965434,0.2924418602456418,0.4965116272196752,0.2891472868217054,0.2891472868217054,0.0093023262246579,0.0058023139037845,0.0069378757970354,0.0117359323211011,0.0117359323211011,,,0.010658915768298027,0.2786821702191996,0.07461240324516621,0.281976743643136,0.281976743643136,
Phi-4-mini-instruct,gsm8kfull,L4,2,0.5838178283022356,0.0083883620652063,0.9,43,gsm8kfull,0.5779069759124933,0.288856588592825,0.5103682169271994,0.341327519379845,0.341327519379845,0.0077284044078991,0.0062175783327462,0.0063891790997212,0.0070739752497293,0.0070739752497293,,,0.005910852389742316,0.2949612397094106,0.07344961137503625,0.2424903089223906,0.2424903089223906,
Phi-4-mini-instruct,gsm8kfull,L4,4,0.6975048478375109,0.0064460007443701,0.9,43,gsm8kfull,0.690972223906785,0.2724240962271542,0.6050791368177233,0.4736353359173126,0.4736353359173126,0.0075281202060238,0.0058967322080702,0.0072541480152534,0.008870933070622,0.008870933070622,,,0.006532623930725845,0.4250807516103567,0.09242571101978758,0.22386951192019827,0.22386951192019827,
Phi-4-mini-instruct,gsm8kfull,L4,8,0.7741463670954686,0.0052520625612422,0.9,43,gsm8kfull,0.7733029974407928,0.2523498080613077,0.6658273368149765,0.6693145533407162,0.6693145533407162,0.0025265397345463,0.0114855427927698,0.0034335508036182,0.0112720182504811,0.0112720182504811,,,0.0008433696546757963,0.5217965590341609,0.10831903028049206,0.10483181375475237,0.10483181375475237,
Phi-4-mini-instruct,gsm8kfull,L4,16,0.835414478049953,0.0067135179813376,0.9,43,gsm8kfull,0.8255945899805358,0.2252180248628868,0.7005327943741352,0.7279408914728683,0.7617303852478271,0.0068553436468999,0.0056506242299531,0.0068776743314584,0.0059561321687007,0.0074883012140348,,,0.009819888069417138,0.6101964531870662,0.13488168367581777,0.10747358657708461,0.07368409280212584,
Phi-4-mini-instruct,gsm8kfull,L4,32,0.8682009067653512,0.0019562276003255,0.9,43,gsm8kfull,0.8628691421792835,0.20304425142691,0.73109657754905,0.7882348191214469,0.7904069767441859,0.0036005277573765,0.0065533837601295,0.0071298613040451,0.0045348854463434,0.0039050507819077,,,0.0053317645860677665,0.6651566553384413,0.13710432921630122,0.07996608764390434,0.0777939300211653,
Phi-4-mini-instruct,gsm8kfull,L4,64,0.8904715772544921,0.0052058122289093,0.9,43,gsm8kfull,0.8810885021780696,0.1850452190589939,0.7422722874411432,0.8149951550387596,0.8274951550387598,0.0054375638576342,0.0102252630488013,0.0038215353180795,0.0069277016334336,0.0058402787401694,,,0.009383075076422553,0.7054263581954983,0.14819928981334896,0.07547642221573247,0.0629764222157323,
Phi-4-mini-instruct,gsm8kfull,L4,128,0.9135981916933672,0.0076258313435233,0.9,43,gsm8kfull,0.893927649616502,0.1639696383422832,0.7522932821234991,0.8260497416020671,0.8382267441860466,0.0033948855814702,0.0040291511262364,0.0054895508948555,0.001919892945698,0.0028704095433329,0.8392926367656725,0.0036394656406942,0.01967054207686525,0.749628553351084,0.1613049095698681,0.08754845009130008,0.07537144750732061,0.07430555492769475
Phi-4-mini-instruct,gsm8kfull,L4,256,0.9230135665961016,0.0047211906328765,0.9,43,gsm8kfull,0.9006621447760005,0.1582202852573679,0.7548288105402229,0.8378714470284238,0.8528181524547804,0.0045513424508459,0.003511666863611,0.0060919992127849,0.0019354796473889,0.0035750977418457,0.8571220945942309,0.0031187397220679,0.02235142182010108,0.7647932813387337,0.16818475605587868,0.08514211956767781,0.07019541414132113,0.06589147200187062
Phi-4-mini-instruct,gsm8kfull,L4,512,0.9277616282419642,0.0035305113854217,0.9,43,gsm8kfull,0.9055717054956643,0.1535368219609985,0.7665213190611134,0.843798449612403,0.8601986434108526,0.0035048866147558,0.0030842282197996,0.0038098776730292,0.0024848558798177,0.0021024564019974,0.859156978998853,0.0029459605981143,0.02218992274629983,0.7742248062809657,0.16124030918085075,0.08396317862956115,0.06756298483111156,0.06860464924311116
Phi-4-mini-instruct,gsm8kfull,L4,1024,0.9301841084000676,0.0020589660999921,0.9,43,gsm8kfull,0.9048449612518612,0.1529554271594036,0.765649225447298,0.845639534883721,0.8660448966408268,0.0025979115770924,0.002201767429198,0.0096560945690168,0.0016749837547544,0.0034962251005231,0.861967055610735,0.006845708373653,0.025339147148206398,0.777228681240664,0.16453488295276963,0.08454457351634659,0.06413921175924076,0.06821705278933266
Phi-4-mini-instruct,gsm8kfull,L4,1536,0.929941860309174,0.0013384724233662,0.9,43,gsm8kfull,0.9071220933178136,0.1501937991462994,0.7630329461869344,0.8476259689922481,0.8699289405684754,0.0030695801673458,0.0025783204676069,0.0101792637211815,0.001949336904726,0.0044857817877043,0.8619186066654185,0.002554173768771,0.022819766991360457,0.7797480611628747,0.16690891412223963,0.08231589131692596,0.06001291974069867,0.0680232536437555
Phi-4-mini-instruct,gsm8kfull,L4,2048,0.9290213178222378,0.0005933842612468,0.9,43,gsm8kfull,0.9030038760614024,0.1493701551131211,0.758527130805418,0.8498546511627906,0.8716408268733851,0.0046171235385599,0.0021863609728158,0.0081118022332585,0.0029858486314206,0.0023091039864586,0.8668604672041743,0.0049469880313976,0.026017441760835425,0.7796511627091167,0.17049418701681984,0.07916666665944727,0.05738049094885278,0.062160850618063535
Phi-4-mini-instruct,gsm8kfull,L5,1,0.2686181440006328,0.0067707225758949,1.0,79,gsm8kfull,0.2686181440006328,0.063976794005792,0.2031118150383925,0.0660337552742616,0.0660337552742616,0.0067707225758949,0.0042240217573242,0.0061082228957263,0.0028702839842222,0.0028702839842222,,,0.0,0.2046413499948408,0.06550632896224026,0.2025843887263712,0.2025843887263712,
Phi-4-mini-instruct,gsm8kfull,L5,2,0.2761603378914768,0.0032988385716152,1.1,79,gsm8kfull,0.2746044304496942,0.0647943041244136,0.2076213081496991,0.0882647679324894,0.0882647679324894,0.0040781673438763,0.0024157615945202,0.0023047376112934,0.0038373651378512,0.0038373651378512,,,0.0015559074417826335,0.2113660337670632,0.06853902974177772,0.18789556995898743,0.18789556995898743,
Phi-4-mini-instruct,gsm8kfull,L5,4,0.3100167044442352,0.0084634297202099,1.1,79,gsm8kfull,0.308342126005561,0.0337816458617883,0.2184423359596261,0.0937851617440225,0.0937851617440225,0.002152626618386,0.0038598444015127,0.003958110215185,0.0022137243159477,0.0022137243159477,,,0.0016745784386741902,0.2762350585824469,0.09157436848460909,0.21623154270021266,0.21623154270021266,
Phi-4-mini-instruct,gsm8kfull,L5,8,0.3339489794656524,0.0025680854411105,1.0,79,gsm8kfull,0.3339489794656524,0.0162439726259685,0.2196947219344406,0.1570115029134016,0.1570115029134016,0.0025680854411105,0.0020949802664237,0.0050621648009666,0.0024806759607974,0.0024806759607974,,,0.0,0.3177050068396839,0.1142542575312118,0.17693747655225078,0.17693747655225078,
Phi-4-mini-instruct,gsm8kfull,L5,16,0.3427547155014919,0.0036612932021335,1.1,79,gsm8kfull,0.3366760030675695,0.0066315050252599,0.2194875797044627,0.1585126896222624,0.1813534874057025,0.0034639045467515,0.001759747542083,0.0061967693899186,0.0048471609904135,0.0035405316247464,,,0.006078712433922384,0.336123210476232,0.12326713579702919,0.1842420258792295,0.16140122809578938,
Phi-4-mini-instruct,gsm8kfull,L5,32,0.3448742970781016,0.0036350733453886,1.1,79,gsm8kfull,0.3375140653485,0.0021097046924354,0.2171129283047269,0.1846602496483825,0.1769664205344585,0.0033139350822187,0.0009586977022188,0.0058599980854014,0.0040876413549217,0.0039406400056678,,,0.007360231729601596,0.3427645923856662,0.12776136877337468,0.16021404742971906,0.1679078765436431,
Phi-4-mini-instruct,gsm8kfull,L5,64,0.3469233479987406,0.0033594462160657,1.1,79,gsm8kfull,0.339407524716832,0.0004219409365222,0.2169919126443093,0.188161040787623,0.1938370253164556,0.0018250524241296,0.0001916234475308,0.0013019702359469,0.0038981134697471,0.0039269486344075,,,0.007515823281908585,0.3465014070622184,0.12993143535443127,0.1587623072111176,0.15308632268228498,
Phi-4-mini-instruct,gsm8kfull,L5,128,0.3465058021797535,0.0021589551123994,1.1,79,gsm8kfull,0.3420182848486751,7.911392522952224e-05,0.2166754570730691,0.1949367088607595,0.2138809774964838,0.0029644289857032,0.0001323829175634,0.0039905513334855,0.0026783695429574,0.0015449622792988,0.2172644162916024,0.0030689977115205,0.004487517331078439,0.346426688254524,0.12983034510668442,0.151569093318994,0.13262482468326972,0.12924138588815112
Phi-4-mini-instruct,gsm8kfull,L5,256,0.3472793600050425,0.0020158733892338,1.1,79,gsm8kfull,0.3439873417010256,5.27426168196815e-05,0.2165172290831081,0.1948224331926863,0.2283131153305204,0.0029363950612816,0.0001291924989073,0.0056940944997701,0.0016478726806307,0.0029400220029297,0.2221167373317706,0.0025317919246886,0.0032920183040169304,0.3472266173882228,0.1307621309219344,0.1524569268123562,0.1189662446745221,0.1251626226732719
Phi-4-mini-instruct,gsm8kfull,L5,512,0.3460443036862597,0.0018479496058069,1.0,79,gsm8kfull,0.3460443036862597,0.0,0.2197521098512166,0.1948575949367088,0.2390752461322081,0.0018479496058069,0.0,0.0029743745546158,0.0014868367039029,0.0020806722487341,0.2278217307060076,0.003360122991957,0.0,0.3460443036862597,0.12629219383504312,0.15118670874955092,0.10696905755405162,0.1182225729802521
Phi-4-mini-instruct,gsm8kfull,L5,1024,0.3481276372510484,0.0033090685796888,1.0,79,gsm8kfull,0.3481276372510484,0.0,0.2183280588218054,0.1946729957805907,0.2503076652601969,0.0033090685796888,0.0,0.0083800538046041,0.0023716589826916,0.0030090883530374,0.229430380656545,0.0041910968091513,0.0,0.3481276372510484,0.129799578429243,0.1534546414704577,0.09781997199085152,0.11869725659450339
Phi-4-mini-instruct,gsm8kfull,L5,1536,0.3484440927201182,0.0013329385217382,1.0,79,gsm8kfull,0.3484440927201182,0.0,0.2202267929054954,0.1950158227848101,0.2527162447257384,0.0013329385217382,0.0,0.004197564351404,0.0019138376093934,0.0008515931954073,0.2300632913608717,0.0022106642404679,0.0,0.3484440927201182,0.12821729981462282,0.15342826993530811,0.09572784799437983,0.11838080135924653
Phi-4-mini-instruct,gsm8kfull,L5,2048,0.3491033755462884,0.0013225678564549,1.0,79,gsm8kfull,0.3491033755462884,0.0,0.2202004222867357,0.1944092827004219,0.2548786919831223,0.0013225678564549,0.0,0.0053308143823297,0.0019004914512398,0.0019312009735485,0.2295094940512743,0.002673535607688,0.0,0.3491033755462884,0.1289029532595527,0.1546940928458665,0.0942246835631661,0.1195938814950141
