model,dataset,baseline,stratum,N,mean,std6,n_pids
Llama-3.2-3B,gsm8kfull,T1.1,L3,1536,0.7979166664396568,0.0029600564664966,48
Llama-3.2-3B,gsm8kfull,T1.1,L4,1,0.3562820510031321,0.010512507481657,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,2,0.370192307104858,0.0029542872737878,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,4,0.4784775692790461,0.0077016178418669,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,8,0.5708034227423083,0.0101846454147726,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,16,0.6472783680623159,0.0015674505575658,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,32,0.694830665548738,0.0040829708752241,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,64,0.7263621806668548,0.0038819781016759,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,128,0.7440918805555273,0.0033208386112576,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,256,0.7571794883682369,0.0026442598019937,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,512,0.7623717947480961,0.003532743527983,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,1024,0.7674358976527285,0.0030055837723523,65
Llama-3.2-3B,gsm8kfull,T1.1,L4,1536,0.7696474359442408,0.0012838128316497,65
Llama-3.2-3B,gsm8kfull,T1.1,L5,1,0.1880036633489005,0.0045180959975466,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,2,0.198958333381264,0.0018507882811062,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,4,0.2322325281139579,0.0027350387435992,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,8,0.2645678270214592,0.0029876625051553,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,16,0.2767215572728693,0.0043482768751938,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,32,0.2852830617616529,0.0034744242283789,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,64,0.2859181311538429,0.0026966221286894,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,128,0.2832951774554593,0.0010705539436767,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,256,0.2813682848103208,0.0015218705544456,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,512,0.2819711540888776,0.0011661675700561,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,1024,0.2809867217724003,0.0012615072853533,182
Llama-3.2-3B,gsm8kfull,T1.1,L5,1536,0.2799793957347125,0.0017476660981849,182
Llama-3.2-3B,gsm8kfull,T1.1,overall,1,0.6736519619897522,0.0040431071500147,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,2,0.6813212114407976,0.0026221698147715,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,4,0.7741247712280138,0.0028285102519728,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,8,0.8182279816026039,0.0031834345392698,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,16,0.8387854719325931,0.0022410753110011,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,32,0.848994510489,0.0018600550032627,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,64,0.8534037295374679,0.0017621920749957,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,128,0.8548655274708346,0.0013369430814622,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,256,0.8560667286976672,0.0012346888174026,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,512,0.8565779014705978,0.0011279374987356,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,1024,0.8571658055806384,0.001089049158274,1258
Llama-3.2-3B,gsm8kfull,T1.1,overall,1536,0.8570979067453128,0.001021964230939,1258
Llama-3.2-3B,gsm8kfull,T1.2,L1,1,0.7208287090892086,0.0012240982248464,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,2,0.7321702738039616,0.0013817433589924,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,4,0.8444124619244614,0.0012208156617947,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,8,0.8912490441455617,0.0003599252330616,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,16,0.912041020143434,0.0010194182549444,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,32,0.9203157762352886,0.0006115431636113,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,64,0.9230068445037204,0.000777739983145,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,128,0.9236727711192292,0.0006981910498757,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,256,0.922958287078635,0.0004605840600761,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,512,0.9231039586351564,0.0004664184106759,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,1024,0.9232010728966608,0.0003784857015023,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,1536,0.9228958564838364,0.000357566200751,901
Llama-3.2-3B,gsm8kfull,T1.2,L2,1,0.3747311828768141,0.0128822077956815,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,2,0.3910618276755896,0.0059681045523433,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,4,0.468694001107016,0.0054622529948975,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,8,0.5338028080533609,0.0070577343928065,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,16,0.5594948485108112,0.0070776497707365,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,32,0.5734543017667507,0.004588828698139,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,64,0.5807683701847269,0.0041689243064155,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,128,0.5856406808184881,0.0029513834912022,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,256,0.5882728499690851,0.003614254648666,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,512,0.589012096851303,0.0028845444910263,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,1024,0.5912298390401467,0.0011097867719488,62
Llama-3.2-3B,gsm8kfull,T1.2,L2,1536,0.5918010751095911,0.0021132521988854,62
Llama-3.2-3B,gsm8kfull,T1.2,L3,1,0.2925347221122744,0.0134841191233436,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,2,0.310112847425949,0.0071211784320759,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,4,0.360026045498671,0.0063943940522081,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,8,0.3950667599096454,0.0064992434712965,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,16,0.4011530679385436,0.0044450047541954,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,32,0.4020399316602076,0.0057714914920449,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,64,0.3972222225080865,0.003296783534544,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,128,0.3944589121383615,0.0045356767579205,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,256,0.3941406249844779,0.0019678266859784,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,512,0.3910590280946861,0.0038998788763532,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,1024,0.3884982640738599,0.0024946592484046,48
Llama-3.2-3B,gsm8kfull,T1.2,L3,1536,0.3855902777221571,0.002744483708122,48
Llama-3.2-3B,gsm8kfull,T1.2,L4,1,0.2523076931635539,0.0072569088143249,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,2,0.2591666667220684,0.0027965173887127,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,4,0.301105772338521,0.006316843301955,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,8,0.3352488561688611,0.0052812214850241,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,16,0.3493424926502391,0.008270932727934,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,32,0.3551143162477857,0.0064757415527116,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,64,0.3625000006328218,0.0088202894041235,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,128,0.3650213677245073,0.0048986541931089,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,256,0.3686858976976229,0.0033933812073517,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,512,0.3713141025808186,0.0051650522691911,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,1024,0.3736538463988556,0.0022027412362603,65
Llama-3.2-3B,gsm8kfull,T1.2,L4,1536,0.3740705129762108,0.0015404634956101,65
Llama-3.2-3B,gsm8kfull,T1.2,L5,1,0.131776557389251,0.0024288985228665,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,2,0.1411630037375435,0.002464373841964,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,4,0.1468616477589058,0.0024879900396073,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,8,0.1519985462051915,0.0021389146325496,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,16,0.1497470881828727,0.0018338632324742,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,32,0.1486290445578567,0.0012249094130992,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,64,0.1487026860879482,0.002707363273827,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,128,0.152716727836924,0.0012947975757455,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,256,0.1553075398129134,0.0008209157139322,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,512,0.1588904151817503,0.0018435766503644,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,1024,0.1603021979222804,0.0012423535516612,182
Llama-3.2-3B,gsm8kfull,T1.2,L5,1536,0.1607829671465679,0.0016310910755629,182
Llama-3.2-3B,gsm8kfull,T1.2,overall,1,0.5780007952222602,0.0044456868795015,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,2,0.5893117382407543,0.002518029798591,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,4,0.6784233716539233,0.0026561840391735,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,8,0.7190216839510678,0.002502486148828,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,16,0.7358141646180467,0.0028263339376597,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,32,0.7425989781262794,0.0022272101158502,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,64,0.7450952793631425,0.0026047403763304,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,128,0.746417925389687,0.0017452323816942,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,256,0.7465879482921177,0.0012790447378666,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,512,0.747265280059168,0.0017367606110685,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,1024,0.7476715686913405,0.0009352830298283,1258
Llama-3.2-3B,gsm8kfull,T1.2,overall,1536,0.7474612480473163,0.0010519393788984,1258
Llama-3.2-3B,gsm8kfull,equal_mix,L1,1,0.9843923418423982,0.0004937865422091,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,2,0.9740612282648904,0.000520554236458,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,4,0.98819136145024,0.0004200631928633,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,8,0.9917830496978662,0.0001933660502319,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,16,0.995021735109138,9.164197030142794e-05,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,32,0.995135035146134,0.0001221075890829,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,64,0.995655290418054,5.508776656522825e-05,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,128,0.9957315945246022,0.0001931687162427,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,256,0.9957177210506843,0.0001182640755876,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,512,0.9957894006659268,3.799407307889279e-05,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,1024,0.9957362190159084,0.0001413915056336,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,1536,0.9957038475767664,0.0001261393053735,901
Llama-3.2-3B,gsm8kfull,equal_mix,L2,1,0.7193548387096774,0.007280431485995,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,2,0.694220430107527,0.0055940466224011,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,4,0.8144377240143369,0.0041289190826036,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,8,0.8738083237327189,0.0044232461416345,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,16,0.9206395609318996,0.0028645605048018,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,32,0.9352598566308244,0.0008851259741605,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,64,0.9454301075268816,0.0014961072160585,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,128,0.9492271505376344,0.0007588433999083,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,256,0.9521505376344086,0.0027218986431126,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,512,0.9521841397849464,0.000840188161292,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,1024,0.9520497311827958,0.0010999765472226,62
Llama-3.2-3B,gsm8kfull,equal_mix,L2,1536,0.9536962365591398,0.0016560099818561,62
Llama-3.2-3B,gsm8kfull,equal_mix,L3,1,0.5061631944444446,0.0125018083182734,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,2,0.5282118055555555,0.007525395853683,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,4,0.6634910300925926,0.0065905609111724,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,8,0.7840857514880953,0.0082234794135764,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,16,0.8482581018518519,0.0047209763555994,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,32,0.8742621527777779,0.0056400235542518,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,64,0.8871093750000001,0.0077425008365074,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,128,0.8974681712962963,0.0045260309005895,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,256,0.9028211805555556,0.0038003587222556,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,512,0.8987847222222222,0.0024299354367661,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,1024,0.8967447916666668,0.0016776170217089,48
Llama-3.2-3B,gsm8kfull,equal_mix,L3,1536,0.8955729166666666,0.0017662317664388,48
Llama-3.2-3B,gsm8kfull,equal_mix,L4,1,0.3023076923076923,0.0105947402379698,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,2,0.3506089743589743,0.0087362882138483,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,4,0.4614155982905982,0.0065527563907122,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,8,0.6194290293040294,0.007718026824761,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,16,0.6725317760942762,0.0044187795750511,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,32,0.7437206959706959,0.0027338141400451,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,64,0.769775641025641,0.0023104506307273,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,128,0.7836111111111111,0.0038578170738204,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,256,0.7877564102564102,0.0017357478252386,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,512,0.7891346153846154,0.0032173484985227,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,1024,0.7902564102564104,0.0026019640586534,65
Llama-3.2-3B,gsm8kfull,equal_mix,L4,1536,0.7936538461538462,0.0027735009811261,65
Llama-3.2-3B,gsm8kfull,equal_mix,L5,1,0.0610576923076923,0.0028013223152941,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,2,0.0906364468864468,0.0014012784485976,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,4,0.1134615384615384,0.0022473360551592,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,8,0.1808881966248037,0.002536464249864,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,16,0.1836689488904461,0.0035845670012063,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,32,0.2194692096924239,0.0032059997799434,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,64,0.2214155982905982,0.0017257803232731,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,128,0.2353041056166056,0.0019705995935696,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,256,0.2369810744810745,0.0025527805808346,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,512,0.2406173687423687,0.0021333958356149,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,1024,0.2437461843711843,0.0009303345019446,182
Llama-3.2-3B,gsm8kfull,equal_mix,L5,1536,0.2453067765567765,0.000903535747271,182
Llama-3.2-3B,gsm8kfull,equal_mix,overall,1,0.7842574191838904,0.0039605094328231,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,2,0.7832356253312132,0.002850404194379,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,4,0.8134699037272562,0.0023607594226163,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,8,0.8414891085938878,0.0027531735219481,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,16,0.85171139836581,0.0020319058949869,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,32,0.8623629590725179,0.0017709342147077,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,64,0.8653548401342521,0.0017625250389758,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,128,0.8687160506094329,0.0014722480324142,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,256,0.8695112391803568,0.0014229173217577,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,512,0.8700075075075075,0.0012059981500286,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,1024,0.8703955794029324,0.0008101647063459,1258
Llama-3.2-3B,gsm8kfull,equal_mix,overall,1536,0.8708101483836777,0.0008838252306316,1258
Llama-3.2-3B,gsm8kfull,random_T,L1,1,0.8973131731226269,0.0012511896881099,901
Llama-3.2-3B,gsm8kfull,random_T,L1,2,0.8997132835952448,0.0006444620424821,901
Llama-3.2-3B,gsm8kfull,random_T,L1,4,0.9566773821338268,0.0003439156003524,901
Llama-3.2-3B,gsm8kfull,random_T,L1,8,0.975611414452322,0.00060384383434,901
Llama-3.2-3B,gsm8kfull,random_T,L1,16,0.9832496310660392,0.00068366023147,901
Llama-3.2-3B,gsm8kfull,random_T,L1,32,0.9862009039864666,0.000312799616716,901
Llama-3.2-3B,gsm8kfull,random_T,L1,64,0.9868907235460124,0.0006878278639531,901
Llama-3.2-3B,gsm8kfull,random_T,L1,128,0.987312708281551,0.0003864455482454,901
Llama-3.2-3B,gsm8kfull,random_T,L1,256,0.987689604188198,0.0006110421139011,901
Llama-3.2-3B,gsm8kfull,random_T,L1,512,0.9872826489940688,0.0005812085477476,901
Llama-3.2-3B,gsm8kfull,random_T,L1,1024,0.9876849796737384,0.0002366908078696,901
Llama-3.2-3B,gsm8kfull,random_T,L1,1536,0.987772845011239,0.0003755246858991,901
Llama-3.2-3B,gsm8kfull,random_T,L2,1,0.5870295682501409,0.0042932986089021,62
Llama-3.2-3B,gsm8kfull,random_T,L2,2,0.6036962350049327,0.0050454286497052,62
Llama-3.2-3B,gsm8kfull,random_T,L2,4,0.7249383986877498,0.0053228353753114,62
Llama-3.2-3B,gsm8kfull,random_T,L2,8,0.8116856288485309,0.0069451412058341,62
Llama-3.2-3B,gsm8kfull,random_T,L2,16,0.8573991953926061,0.0059011845424127,62
Llama-3.2-3B,gsm8kfull,random_T,L2,32,0.8776489714340817,0.0054080236512802,62
Llama-3.2-3B,gsm8kfull,random_T,L2,64,0.8878584234344382,0.0035742744579149,62
Llama-3.2-3B,gsm8kfull,random_T,L2,128,0.8901545703811671,0.0032066377269152,62
Llama-3.2-3B,gsm8kfull,random_T,L2,256,0.8994623659158586,0.003341345642908,62
Llama-3.2-3B,gsm8kfull,random_T,L2,512,0.8980846769396736,0.0037949315732649,62
Llama-3.2-3B,gsm8kfull,random_T,L2,1024,0.8989919353957458,0.0038125638982468,62
Llama-3.2-3B,gsm8kfull,random_T,L2,1536,0.901545699370364,0.0057897195878491,62
Llama-3.2-3B,gsm8kfull,random_T,L3,1,0.5059027759772209,0.0062471051353361,48
Llama-3.2-3B,gsm8kfull,random_T,L3,2,0.5097656244308584,0.0034380928505589,48
Llama-3.2-3B,gsm8kfull,random_T,L3,4,0.6298828156044086,0.0083281219994796,48
Llama-3.2-3B,gsm8kfull,random_T,L3,8,0.7164782780326076,0.0091899160853927,48
Llama-3.2-3B,gsm8kfull,random_T,L3,16,0.7635507610523038,0.0081594793188603,48
Llama-3.2-3B,gsm8kfull,random_T,L3,32,0.7991854749464741,0.0063889146740302,48
Llama-3.2-3B,gsm8kfull,random_T,L3,64,0.8067997690296681,0.0101287873364666,48
Llama-3.2-3B,gsm8kfull,random_T,L3,128,0.8160590303725459,0.0047412038711493,48
Llama-3.2-3B,gsm8kfull,random_T,L3,256,0.8255208341611757,0.0100021680866078,48
Llama-3.2-3B,gsm8kfull,random_T,L3,512,0.8257378476232082,0.0062291668367663,48
Llama-3.2-3B,gsm8kfull,random_T,L3,1024,0.8305121530364784,0.0079457667531889,48
Llama-3.2-3B,gsm8kfull,random_T,L3,1536,0.8211805554068027,0.0055406156384171,48
Llama-3.2-3B,gsm8kfull,random_T,L4,1,0.3964743584012374,0.0092385117108587,65
Llama-3.2-3B,gsm8kfull,random_T,L4,2,0.4120512827395055,0.0073918903478427,65
Llama-3.2-3B,gsm8kfull,random_T,L4,4,0.4998023559458744,0.0090397669122915,65
Llama-3.2-3B,gsm8kfull,random_T,L4,8,0.5783885091925279,0.0116448126572168,65
Llama-3.2-3B,gsm8kfull,random_T,L4,16,0.6273692808042353,0.0096814969525655,65
Llama-3.2-3B,gsm8kfull,random_T,L4,32,0.6563154288997444,0.0033247223061197,65
Llama-3.2-3B,gsm8kfull,random_T,L4,64,0.6825630347459363,0.0084675942047222,65
Llama-3.2-3B,gsm8kfull,random_T,L4,128,0.6872222232178619,0.0088264055607966,65
Llama-3.2-3B,gsm8kfull,random_T,L4,256,0.69557692367488,0.0086747612274124,65
Llama-3.2-3B,gsm8kfull,random_T,L4,512,0.6904807680525268,0.0069473402748609,65
Llama-3.2-3B,gsm8kfull,random_T,L4,1024,0.7005769229088076,0.0082973567079884,65
Llama-3.2-3B,gsm8kfull,random_T,L4,1536,0.6995833327754949,0.003641511370558,65
Llama-3.2-3B,gsm8kfull,random_T,L5,1,0.1809523812266605,0.002567860793159,182
Llama-3.2-3B,gsm8kfull,random_T,L5,2,0.1855082418411397,0.0047223592620373,182
Llama-3.2-3B,gsm8kfull,random_T,L5,4,0.20196314332043,0.0035777829908812,182
Llama-3.2-3B,gsm8kfull,random_T,L5,8,0.2203990343342801,0.0023048779908348,182
Llama-3.2-3B,gsm8kfull,random_T,L5,16,0.2303919098293067,0.0043572995728161,182
Llama-3.2-3B,gsm8kfull,random_T,L5,32,0.2361479037191425,0.0024492716943582,182
Llama-3.2-3B,gsm8kfull,random_T,L5,64,0.2410306014894975,0.0044998004795686,182
Llama-3.2-3B,gsm8kfull,random_T,L5,128,0.2435943224320645,0.0027473655073047,182
Llama-3.2-3B,gsm8kfull,random_T,L5,256,0.2426720851982838,0.0052754152182306,182
Llama-3.2-3B,gsm8kfull,random_T,L5,512,0.2482409951278782,0.0021223609420486,182
Llama-3.2-3B,gsm8kfull,random_T,L5,1024,0.2477106231054966,0.0050919993746811,182
Llama-3.2-3B,gsm8kfull,random_T,L5,1536,0.249679487169594,0.0005040786825531,182
Llama-3.2-3B,gsm8kfull,random_T,overall,1,0.737569556551061,0.0029803829328543,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,2,0.741721318327073,0.0028377167314794,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,4,0.7999931020596424,0.0031940027860797,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,8,0.8278610716232667,0.0036926745460681,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,16,0.8413572615870928,0.0034901530747839,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,32,0.8481570547484243,0.0021231987552994,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,64,0.8515074084347304,0.0033936794493425,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,128,0.8528877409976062,0.002566857550255,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,256,0.8542756912917656,0.0035425084075236,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,512,0.8544669669606659,0.0023617309830454,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,1024,0.8554269343565966,0.0032363390129559,1258
Llama-3.2-3B,gsm8kfull,random_T,overall,1536,0.855493177003886,0.0019095317195305,1258
Llama-3.2-3B,mathfull,T0.1,L1,1,0.9657983044524482,0.0005544336102717,1689
Llama-3.2-3B,mathfull,T0.1,L1,2,0.9667850811852724,0.0003838171423955,1689
Llama-3.2-3B,mathfull,T0.1,L1,4,0.9935162582528267,0.0002547537709984,1689
Llama-3.2-3B,mathfull,T0.1,L1,8,0.999187553907631,0.0001425087347109,1689
Llama-3.2-3B,mathfull,T0.1,L1,16,0.9999543615986852,8.651895201016537e-06,1689
Llama-3.2-3B,mathfull,T0.1,L1,32,1.0,0.0,1689
Llama-3.2-3B,mathfull,T0.1,L1,64,1.0,0.0,1689
Llama-3.2-3B,mathfull,T0.1,L1,128,1.0,0.0,1689
Llama-3.2-3B,mathfull,T0.1,L1,256,1.0,0.0,1689
Llama-3.2-3B,mathfull,T0.1,L2,1,0.7045444439252218,0.0033107003532883,375
Llama-3.2-3B,mathfull,T0.1,L2,2,0.7149055554469427,0.0016864716167007,375
Llama-3.2-3B,mathfull,T0.1,L2,4,0.8693879641691845,0.0028163049061277,375
Llama-3.2-3B,mathfull,T0.1,L2,8,0.949517767826716,0.001022114702602,375
Llama-3.2-3B,mathfull,T0.1,L2,16,0.9839166684415606,0.0005784079903486,375
Llama-3.2-3B,mathfull,T0.1,L2,32,0.9956777786413828,0.0005140976997888,375
Llama-3.2-3B,mathfull,T0.1,L2,64,0.9991888891326058,0.0003468375588067,375
Llama-3.2-3B,mathfull,T0.1,L2,128,0.9999611111481984,4.4305295607992434e-05,375
Llama-3.2-3B,mathfull,T0.1,L2,256,0.9999944444497424,1.360826337093723e-05,375
Llama-3.2-3B,mathfull,T0.1,L3,1,0.4986243366012497,0.0059039651742618,315
Llama-3.2-3B,mathfull,T0.1,L3,2,0.5114285712835019,0.0036770961319656,315
Llama-3.2-3B,mathfull,T0.1,L3,4,0.6346472683091643,0.0031087831959502,315
Llama-3.2-3B,mathfull,T0.1,L3,8,0.7427679221229578,0.0012756360027293,315
Llama-3.2-3B,mathfull,T0.1,L3,16,0.8096321828860454,0.003661096395376,315
Llama-3.2-3B,mathfull,T0.1,L3,32,0.8511496926110889,0.0025057126391196,315
Llama-3.2-3B,mathfull,T0.1,L3,64,0.8758972671060334,0.0019857565794742,315
Llama-3.2-3B,mathfull,T0.1,L3,128,0.890701059049498,0.0012744625936682,315
Llama-3.2-3B,mathfull,T0.1,L3,256,0.8972817467860681,0.0009870506147295,315
Llama-3.2-3B,mathfull,T0.1,L4,1,0.295098039547258,0.0035673585454148,476
Llama-3.2-3B,mathfull,T0.1,L4,2,0.3094581579789519,0.0021697864713208,476
Llama-3.2-3B,mathfull,T0.1,L4,4,0.3542622298117028,0.0036890834718614,476
Llama-3.2-3B,mathfull,T0.1,L4,8,0.420163932499014,0.0025871026223582,476
Llama-3.2-3B,mathfull,T0.1,L4,16,0.4726382612113134,0.0021326010629079,476
Llama-3.2-3B,mathfull,T0.1,L4,32,0.5042099982610296,0.0021238115587353,476
Llama-3.2-3B,mathfull,T0.1,L4,64,0.5263473103537044,0.0015566463600355,476
