model,dataset,baseline,stratum,N,mean,std6,n_pids
Phi-4-mini-instruct,aime,random_T,L4,2,,,0
Phi-4-mini-instruct,aime,random_T,L4,4,,,0
Phi-4-mini-instruct,aime,random_T,L4,8,,,0
Phi-4-mini-instruct,aime,random_T,L4,16,,,0
Phi-4-mini-instruct,aime,random_T,L4,32,,,0
Phi-4-mini-instruct,aime,random_T,L4,64,,,0
Phi-4-mini-instruct,aime,random_T,L4,128,,,0
Phi-4-mini-instruct,aime,random_T,L4,256,,,0
Phi-4-mini-instruct,aime,random_T,L5,1,0.026742424601406724,0.007429338270983999,55
Phi-4-mini-instruct,aime,random_T,L5,2,0.028257575904894017,0.004783368071546175,55
Phi-4-mini-instruct,aime,random_T,L5,4,0.03041666750090588,0.004206894375508369,55
Phi-4-mini-instruct,aime,random_T,L5,8,0.027172979935439188,0.007413570147826784,55
Phi-4-mini-instruct,aime,random_T,L5,16,0.024541161845748578,0.00894159748070209,55
Phi-4-mini-instruct,aime,random_T,L5,32,0.02336435830502795,0.00621637881105374,55
Phi-4-mini-instruct,aime,random_T,L5,64,0.021143398301280748,0.004923538223089695,55
Phi-4-mini-instruct,aime,random_T,L5,128,0.01955808086998078,0.0035678419219488037,55
Phi-4-mini-instruct,aime,random_T,L5,256,0.01750000011119423,0.004303568771494093,55
Phi-4-mini-instruct,aime,random_T,overall,1,0.05287356361018852,0.019241311206209716,58
Phi-4-mini-instruct,aime,random_T,overall,2,0.05549568982912631,0.011966409815965013,58
Phi-4-mini-instruct,aime,random_T,overall,4,0.06495450295229578,0.018922554026418792,58
Phi-4-mini-instruct,aime,random_T,overall,8,0.06644482152461573,0.013411148156354195,58
Phi-4-mini-instruct,aime,random_T,overall,16,0.06661470356830874,0.011837764275350137,58
Phi-4-mini-instruct,aime,random_T,overall,32,0.06644465001407021,0.012759780005360368,58
Phi-4-mini-instruct,aime,random_T,overall,64,0.06423080890525085,0.010920244869881142,58
Phi-4-mini-instruct,aime,random_T,overall,128,0.06373323733254663,0.011814630535329681,58
Phi-4-mini-instruct,aime,random_T,overall,256,0.062464080496701845,0.009092134478507052,58
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,1,0.9832616327692552,0.0005963979080615,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,2,0.98315009647604,0.0004994590973742,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,4,0.996479977185822,0.0003648887549834,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,8,0.9995877153463922,8.934782881921245e-05,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,16,0.9999800828743164,1.9514718027145408e-05,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,32,1.0,0.0,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,64,1.0,0.0,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,128,1.0,0.0,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L1,256,1.0,0.0,1046
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,1,0.6998858447080334,0.0060439798042863,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,2,0.6984589038646384,0.0074473501393134,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,4,0.823720508106223,0.0031297296112053,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,8,0.9085093233139004,0.005426081021496,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,16,0.9624048730009768,0.0014256468552738,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,32,0.987928082681682,0.0007865538248355,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,64,0.9973458914451948,0.0009109197636264,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,128,0.999828767286588,0.000216594153725,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L2,256,1.0,0.0,73
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,1,0.4980496447665472,0.0119256526006346,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,2,0.502836877995349,0.0135274527119608,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,4,0.5590277785527792,0.0077402119320736,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,8,0.605991430157888,0.0144733547288847,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,16,0.6468528363827272,0.0073727221324284,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,32,0.6685874716557088,0.0060602682460925,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,64,0.6895833353756378,0.0041863314119936,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,128,0.7026152484191596,0.0026617885730944,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L3,256,0.7095744674100626,0.008024690192809,47
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,1,0.2924418602456418,0.0058023139037845,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,2,0.288856588592825,0.0062175783327462,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,4,0.2724240962271542,0.0058967322080702,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,8,0.2523498080613077,0.0114855427927698,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,16,0.2252180248628868,0.0056506242299531,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,32,0.20304425142691,0.0065533837601295,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,64,0.1850452190589939,0.0102252630488013,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,128,0.1639696383422832,0.0040291511262364,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L4,256,0.1582202852573679,0.003511666863611,43
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,1,0.063976794005792,0.0042240217573242,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,2,0.0647943041244136,0.0024157615945202,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,4,0.0337816458617883,0.0038598444015127,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,8,0.0162439726259685,0.0020949802664237,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,16,0.0066315050252599,0.001759747542083,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,32,0.0021097046924354,0.0009586977022188,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,64,0.0004219409365222,0.0001916234475308,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,128,7.911392522952224e-05,0.0001323829175634,79
Phi-4-mini-instruct,gsm8kfull,T0.1,L5,256,5.27426168196815e-05,0.0001291924989073,79
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,1,0.8700472318023101,0.0031252747072799,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,2,0.8699809142058682,0.0034164495971319,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,4,0.8875053920659578,0.0022190374508061,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,8,0.8948026736457683,0.0037406503843873,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,16,0.8981716379593898,0.0018316489733949,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,32,0.8994098840727023,0.0016927521230412,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,64,0.9000053917637237,0.0020443595745205,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,128,0.8998970195158639,0.0008967999693007,1288
Phi-4-mini-instruct,gsm8kfull,T0.1,overall,256,0.8999671109480346,0.0016620961240194,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,1,0.8615838126780987,0.0012100085778508,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,2,0.8668897390173281,0.0003703945613317,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,4,0.9570413778313136,0.0006143111430224,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,8,0.9787532448882283,0.0006065065024265,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,16,0.9845045945637398,0.0002765115766101,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,32,0.9858209847645044,0.0001444123888987,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,64,0.9863361748578852,9.548324753083226e-05,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,128,0.9862883736933252,6.380535912789587e-05,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L1,256,0.9863886233121502,5.854420595150208e-05,1046
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,1,0.6662100457446011,0.0054479691681541,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,2,0.6763127860889587,0.0029233545030793,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,4,0.8158200187566074,0.0072269758217486,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,8,0.8905569842450967,0.0026175721357063,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,16,0.9316428851030052,0.0030198823979994,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,32,0.9544920091002704,0.0029223972093072,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,64,0.968692923041239,0.0015475301809005,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,128,0.975285388359196,0.0014064744372672,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L2,256,0.9777397261634808,0.001146109898643,73
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,1,0.5778368776465984,0.011421522928057,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,2,0.6031914893801965,0.0073087497455271,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,4,0.7321513027666096,0.0088103187148868,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,8,0.7997352066482847,0.0038880848116164,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,16,0.8408466325676504,0.0071199450634145,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,32,0.8609338076190746,0.0033686387088398,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,64,0.869015957895957,0.0026729862380424,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,128,0.8737145391563681,0.0027196229979502,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L3,256,0.8740100469374169,0.0009782617736967,47
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,1,0.5604651146965434,0.0093023262246579,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,2,0.5779069759124933,0.0077284044078991,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,4,0.690972223906785,0.0075281202060238,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,8,0.7733029974407928,0.0025265397345463,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,16,0.8255945899805358,0.0068553436468999,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,32,0.8628691421792835,0.0036005277573765,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,64,0.8810885021780696,0.0054375638576342,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,128,0.893927649616502,0.0033948855814702,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L4,256,0.9006621447760005,0.0045513424508459,43
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,1,0.2686181440006328,0.0067707225758949,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,2,0.2746044304496942,0.0040781673438763,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,4,0.308342126005561,0.002152626618386,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,8,0.3339489794656524,0.0025680854411105,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,16,0.3366760030675695,0.0034639045467515,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,32,0.3375140653485,0.0033139350822187,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,64,0.339407524716832,0.0018250524241296,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,128,0.3420182848486751,0.0029644289857032,79
Phi-4-mini-instruct,gsm8kfull,T1.0,L5,256,0.3439873417010256,0.0029363950612816,79
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,1,0.7937338260543778,0.0036513255614671,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,2,0.8004901012168102,0.0023577869712554,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,4,0.8921600057400993,0.0028766947705133,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,8,0.9208137476577556,0.0013624708744294,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,16,0.9312263197735806,0.002175709697585,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,32,0.9356192080452864,0.0014217808573474,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,64,0.9378617797754312,0.0012630340600141,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,128,0.9389568237657948,0.0011441582017177,1288
Phi-4-mini-instruct,gsm8kfull,T1.0,overall,256,0.9395337301399465,0.0011543726274216,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,1,0.9830983110261324,0.0004970897969595,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,2,0.9784695666029304,0.0002996322429743,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,4,0.9938947312513268,0.0001724123883495,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,8,0.994653408487359,0.0003647972896392,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,16,0.9967296048438494,0.0002196600115267,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,32,0.9935242723603144,0.0001878670000871,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,64,0.9936962237093692,6.957899917786171e-05,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,128,0.9933257648183558,8.025398370161372e-05,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L1,256,0.9933894996813258,4.168349573061703e-05,1046
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,1,0.7017694063926941,0.0099052952800813,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,2,0.6949771689497718,0.0066102692057824,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,4,0.8347269786910196,0.0034611552432128,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,8,0.913459447706023,0.0045613978949369,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,16,0.9541428843226788,0.0033808276237671,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,32,0.9690639269406393,0.0021949297205084,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,64,0.979708904109589,0.0018936529179381,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,128,0.9834760273972604,0.0017183114663426,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L2,256,0.9851883561643836,0.000763859863808,73
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,1,0.4920212765957446,0.0061573600546757,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,2,0.5246897163120567,0.0089155928651444,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,4,0.634626182033097,0.008460875898844,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,8,0.7658076874366767,0.0056228204733294,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,16,0.8320626477541371,0.0050690049526541,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,32,0.8650487588652483,0.0037626425805107,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,64,0.8776743498817966,0.0037872011159263,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,128,0.888031914893617,0.0024663878977382,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L3,256,0.8945478723404255,0.002037657586104,47
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,1,0.2891472868217054,0.0117359323211011,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,2,0.341327519379845,0.0070739752497293,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,4,0.4736353359173126,0.008870933070622,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,8,0.6693145533407162,0.0112720182504811,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,16,0.7279408914728683,0.0059561321687007,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,32,0.7882348191214469,0.0045348854463434,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,64,0.8149951550387596,0.0069277016334336,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,128,0.8260497416020671,0.001919892945698,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L4,256,0.8378714470284238,0.0019354796473889,43
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,1,0.0660337552742616,0.0028702839842222,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,2,0.0882647679324894,0.0038373651378512,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,4,0.0937851617440225,0.0022137243159477,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,8,0.1570115029134016,0.0024806759607974,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,16,0.1585126896222624,0.0048471609904135,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,32,0.1846602496483825,0.0040876413549217,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,64,0.188161040787623,0.0038981134697471,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,128,0.1949367088607595,0.0026783695429574,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,L5,256,0.1948224331926863,0.0016478726806307,79
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,1,0.8698175465838517,0.0034997881509605,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,2,0.8699712085921314,0.0028326363831538,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,4,0.899186130521048,0.002498622236788,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,8,0.9194622676969336,0.002657124036994,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,16,0.9279211975777628,0.0020615651257165,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,32,0.9309841647256728,0.001590517195194,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,64,0.9332959692028988,0.0018068797699457,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,128,0.9343712258454108,0.0009785738553638,1288
Phi-4-mini-instruct,gsm8kfull,equal_mix,overall,256,0.9351454667011732,0.0006910938885631,1288
Phi-4-mini-instruct,gsm8kfull,random_T,L1,1,0.9045968794301296,0.0015599343719772,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,2,0.9078015470657668,0.0009162189530295,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,4,0.9677963042649552,0.0007059052030948,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,8,0.9836126681312756,0.0006969805826361,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,16,0.9884815839178018,0.000476757413429,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,32,0.9897174423773,0.00055327340296,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,64,0.9902996867610208,0.0005143803788454,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,128,0.9905174474633752,0.0003879519895467,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L1,256,0.9907942957311888,0.0002757039618742,1046
Phi-4-mini-instruct,gsm8kfull,random_T,L2,1,0.670662100864872,0.0084684422734898,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,2,0.6813641545707232,0.0036201340812954,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,4,0.8108828008583148,0.0048309961593461,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,8,0.8845232018869217,0.00240990070074,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,16,0.9236605808342973,0.0023226371219375,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,32,0.9439212341695072,0.0041277420950278,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,64,0.9559265602397048,0.0023326290111689,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,128,0.960017123995306,0.0024949523476023,73
Phi-4-mini-instruct,gsm8kfull,random_T,L2,256,0.9628139268862058,0.0042477030884547,73
Phi-4-mini-instruct,gsm8kfull,random_T,L3,1,0.5618794319939847,0.0115936291970241,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,2,0.571852836473878,0.0133046963460397,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,4,0.6855570361388068,0.0110533837191061,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,8,0.7565457208993586,0.0062624152087928,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,16,0.794240544133998,0.0057206641832652,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,32,0.8199468115476746,0.0045598760077092,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,64,0.8231826250289455,0.0052209461048938,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,128,0.8342641855372076,0.0041421678023682,47
Phi-4-mini-instruct,gsm8kfull,random_T,L3,256,0.8375000008216776,0.0046432238857993,47
Phi-4-mini-instruct,gsm8kfull,random_T,L4,1,0.4965116272196752,0.0069378757970354,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,2,0.5103682169271994,0.0063891790997212,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,4,0.6050791368177233,0.0072541480152534,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,8,0.6658273368149765,0.0034335508036182,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,16,0.7005327943741352,0.0068776743314584,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,32,0.73109657754905,0.0071298613040451,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,64,0.7422722874411432,0.0038215353180795,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,128,0.7522932821234991,0.0054895508948555,43
Phi-4-mini-instruct,gsm8kfull,random_T,L4,256,0.7548288105402229,0.0060919992127849,43
Phi-4-mini-instruct,gsm8kfull,random_T,L5,1,0.2031118150383925,0.0061082228957263,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,2,0.2076213081496991,0.0023047376112934,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,4,0.2184423359596261,0.003958110215185,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,8,0.2196947219344406,0.0050621648009666,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,16,0.2194875797044627,0.0061967693899186,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,32,0.2171129283047269,0.0058599980854014,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,64,0.2169919126443093,0.0013019702359469,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,128,0.2166754570730691,0.0039905513334855,79
Phi-4-mini-instruct,gsm8kfull,random_T,L5,256,0.2165172290831081,0.0056940944997701,79
Phi-4-mini-instruct,gsm8kfull,random_T,overall,1,0.8221823260164964,0.0038523963991499,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,2,0.8264945663823159,0.0030939518874002,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,4,0.8905325363713484,0.0029838732976541,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,8,0.912246236025772,0.0020298007057803,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,16,0.9209399795869274,0.0023704449150275,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,32,0.9249047120609108,0.0024034071831481,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,64,0.9265417423018296,0.0014524006898112,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,128,0.927669944921335,0.0017561100809683,1288
Phi-4-mini-instruct,gsm8kfull,random_T,overall,256,0.928246312101654,0.0022580385267385,1288
Phi-4-mini-instruct,math500,T0.1,L1,1,0.966414730308592,0.0014660693988727,215
Phi-4-mini-instruct,math500,T0.1,L1,2,0.9650969010914944,0.00091754959043,215
Phi-4-mini-instruct,math500,T0.1,L1,4,0.994544574918673,0.0009266722498964,215
Phi-4-mini-instruct,math500,T0.1,L1,8,0.9994670545407968,0.0001534559891265,215
Phi-4-mini-instruct,math500,T0.1,L1,16,0.9999418605205624,5.200153127953221e-05,215
Phi-4-mini-instruct,math500,T0.1,L1,32,1.0,0.0,215
Phi-4-mini-instruct,math500,T0.1,L1,64,1.0,0.0,215
Phi-4-mini-instruct,math500,T0.1,L1,128,1.0,0.0,215
Phi-4-mini-instruct,math500,T0.1,L1,256,1.0,0.0,215
Phi-4-mini-instruct,math500,T0.1,L2,1,0.691763565175293,0.0107921572166907,43
Phi-4-mini-instruct,math500,T0.1,L2,2,0.7075096886287363,0.0047922537093003,43
Phi-4-mini-instruct,math500,T0.1,L2,4,0.853706396827402,0.0068880113109215,43
Phi-4-mini-instruct,math500,T0.1,L2,8,0.9336038460565168,0.0051750510738689,43
Phi-4-mini-instruct,math500,T0.1,L2,16,0.9728197693362718,0.0040395468271563,43
Phi-4-mini-instruct,math500,T0.1,L2,32,0.9900193817393724,0.0017698373972195,43
Phi-4-mini-instruct,math500,T0.1,L2,64,0.997722868771516,0.0005333861264759,43
Phi-4-mini-instruct,math500,T0.1,L2,128,0.9998062017352082,0.0003002309808249,43
Phi-4-mini-instruct,math500,T0.1,L2,256,1.0,0.0,43
Phi-4-mini-instruct,math500,T0.1,L3,1,0.4852777764201164,0.0196826672742078,30
Phi-4-mini-instruct,math500,T0.1,L3,2,0.5008333348565631,0.0070955754240691,30
Phi-4-mini-instruct,math500,T0.1,L3,4,0.6218518536951807,0.0099051920046697,30
Phi-4-mini-instruct,math500,T0.1,L3,8,0.7262528098291822,0.0080238421695223,30
Phi-4-mini-instruct,math500,T0.1,L3,16,0.7789699090023836,0.0090636509772092,30
Phi-4-mini-instruct,math500,T0.1,L3,32,0.8214583354691664,0.0074942109246596,30
Phi-4-mini-instruct,math500,T0.1,L3,64,0.8261805564992958,0.0046279395662356,30
Phi-4-mini-instruct,math500,T0.1,L3,128,0.8302777790360981,0.0052484573906762,30
Phi-4-mini-instruct,math500,T0.1,L3,256,0.8235416669295067,0.004071837326349,30
Phi-4-mini-instruct,math500,T0.1,L4,1,0.2899509801778918,0.0040154216733776,51
Phi-4-mini-instruct,math500,T0.1,L4,2,0.3019607835053618,0.0044063149577024,51
Phi-4-mini-instruct,math500,T0.1,L4,4,0.3410471171822423,0.0080182165875184,51
Phi-4-mini-instruct,math500,T0.1,L4,8,0.3725503842328108,0.0079858517676788,51
Phi-4-mini-instruct,math500,T0.1,L4,16,0.3939610577821488,0.0112396467353716,51
Phi-4-mini-instruct,math500,T0.1,L4,32,0.4107502726137979,0.009552202576253,51
Phi-4-mini-instruct,math500,T0.1,L4,64,0.4267429187589515,0.0041744012985743,51
Phi-4-mini-instruct,math500,T0.1,L4,128,0.4309095869912139,0.0066653178425017,51
Phi-4-mini-instruct,math500,T0.1,L4,256,0.4276552290132183,0.0015610765173866,51
Phi-4-mini-instruct,math500,T0.1,L5,1,0.0498188412388345,0.0044256323359031,138
Phi-4-mini-instruct,math500,T0.1,L5,2,0.0530797103914805,0.0017703641404291,138
Phi-4-mini-instruct,math500,T0.1,L5,4,0.0459918486188359,0.0015890291231152,138
Phi-4-mini-instruct,math500,T0.1,L5,8,0.0429762990693651,0.0025589388662434,138
Phi-4-mini-instruct,math500,T0.1,L5,16,0.0412183935728131,0.0020742277138417,138
Phi-4-mini-instruct,math500,T0.1,L5,32,0.0417509326336743,0.0019588091022299,138
Phi-4-mini-instruct,math500,T0.1,L5,64,0.0417512078400575,0.0016609552187325,138
